Kingdom,Phylum,Class,AlgalGroup,Genus,Taxon,Authority,Authority Source,CurrentTaxon,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Denticula,Denticula elegans,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Denticula,Denticula pelagica,Hustedt,www.algaebase.org,Tetralunata pelagica,"(Hustedt) Hamsher, Graeff, Stepanek and Kociolek",www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Denticula,Denticula sp.,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Denticula,Denticula tenuis,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diadesmis,Diadesmis contenta,(Grunow) D.G. Mann,www.algaebase.org,Humidophila contenta,"(Grunow) Lowe, Kociolek, J.R. Johansen, Van de Vijver, Lange-Bertalot and Kopalová",www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater or terrestrial
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Didymosphenia,Didymosphenia geminata,(Lyngbye) M. Schmidt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Didymosphenia,Didymosphenia sp,M. Schmidt,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diploneis,Diploneis bombus,(Ehrenberg) Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diploneis,Diploneis didyma,(Ehrenberg) Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diploneis,Diploneis elliptica,(Kützing) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diploneis,Diploneis finnica,(Ehrenberg) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diploneis,Diploneis ovalis,(Hilse) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diploneis,Diploneis parma,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diploneis,Diploneis puella,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diploneis,Diploneis smithii,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diploneis,Diploneis sp.,Ehrenberg ex Cleve,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Encyonema,Encyonema minutum,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Encyonema,Encyonema neogracile,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Encyonema,Encyonema silesiacum,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Encyonema,Encyonema sp.,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Encyonopsis,Encyonopsis microcephala,(Grunow) Krammer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Encyonopsis,Encyonopsis sp.,K. Krammer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Entomoneis,Entomoneis paludosa,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Entomoneis,Entomoneis pulchra,(J.W. Bailey) Reimer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Entomoneis,Entomoneis sp.,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Epithemia,Epithemia adnata,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Epithemia,Epithemia sorex,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Epithemia,Epithemia sp.,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Epithemia,Epithemia turgida,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Epithemia,Epithemia zebra,(Ehrenberg) Kützing,www.algaebase.org,Epithemia adnata,(Kützing) Brébisson,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Eunotia,Eunotia eruca,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Eunotia,Eunotia formica,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Eunotia,Eunotia pectinalis,(Kützing) Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Eunotia,Eunotia perpusilla,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Eunotia,Eunotia sp.,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Fallacia,Fallacia hodgeana,(R.M. Patrick & Freese) Y.H. Li & H. Suzuki,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Fallacia,Fallacia pygmaea,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Fragilariopsis,Fragilariopsis kerguelensis,(O'Meara) Hudstedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Fragilariopsis,Fragilariopsis pseudonana,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Fragilariopsis,Fragilariopsis sp.,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Frustulia,Frustulia rhomboides,(Ehrenberg) De Toni,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or terrestrial,freshwater or terrestrial
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Frustulia,Frustulia sp.,Rabenhorst,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Frustulia,Frustulia vulgaris,(Thwaites) De Toni,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Geissleria,Geissleria decussis,Unknown,Unknown,Navigeia decussis,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Geissleria,Geissleria punctifera,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Geissleria,Geissleria sp.,Lange-Bertalot & Metzeltin,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphoneis,Gomphoneis herculeana,,,None,,,,,,
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphoneis,Gomphoneis minuta,(Stone) Kociolek and Stoermer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphoneis,Gomphoneis sp.,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,Gomphonema angustatum,(Kützing) Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,Gomphonema constrictum,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,Gomphonema herculeanum,Ehrenberg,www.algaebase.org,Gomphoneis herculeana,(Ehrenberg) Cleve,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,Gomphonema kobayasii,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,Gomphonema lagenula,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,Gomphonema lowei,"Kociolek, Spaulding, Sabbe, and Vyverman",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,Gomphonema mexicanum,Grunow,www.algaebase.org,Gomphonema subclavatum var. mexicanum,(Grunow) R.M. Patrick,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,Gomphonema olivaceum,(Horneman) Brébisson,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,Gomphonema parvulum,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphonema,Gomphonema sp.,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gomphosinica,Gomphosinica sp.,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gyrosigma,Gyrosigma acuminatum,(Kützing) Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gyrosigma,Gyrosigma fasciola,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gyrosigma,Gyrosigma macrum,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gyrosigma,Gyrosigma obscurum,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gyrosigma,Gyrosigma scalproides,(Rabenhorst) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gyrosigma,Gyrosigma sp.,Hassall,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Gyrosigma,Gyrosigma spencerii,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Halamphora,Halamphora latecostata,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Halamphora,Halamphora sp.,(Cleve) Levkov,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Hantzschia,Hantzschia amphioxys,(Ehrenberg) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Hantzschia,Hantzschia sp.,Grunow,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Hantzschia,Hantzschia virgata,(Roper) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Hippodonta,Hippodonta capitata,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Hippodonta,Hippodonta sp.,"Lange-Bertalot, Witkowski, et Metzeltin",Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Lemnicola,Lemnicola hungarica,(Grunow) F.E. Round and P.W. Basson,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Luticola,Luticola goeppertiana,"(Bleisch) D.G. Mann ex. J. Rarick, S. Wu, S.S. Lee and Edlund",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Mastogloia,Mastogloia braunii,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Mastogloia,Mastogloia sp.,Thwaites ex Smith,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Mayamaea,Mayamaea ingenua,(Hustedt) Lange-Bertalot & G. Hofmann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Membraneis,Membraneis sp.,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula amphiceropsis,Lange-Bertalot and Rumrich,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula antonii,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula bacillum,Ehrenberg,www.algaebase.org,Sellaphora bacillum,(Ehrenberg) D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula capitatoradiata,Germain,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula caroliniae,Bahls,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula caterva,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula confervacea,(Kützing) Grunow,www.algaebase.org,Diadesmis confervacea,Kützing,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula cryptocephala,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula cuspidata,(Kützing) Kützing,www.algaebase.org,Craticula cuspidata,(Kützing) D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula eileeniae,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula erifuga,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula exigua,(W. Gregory) Grunow,www.algaebase.org,Placoneis exigua,(W. Gregory) Mereschkovsky,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula germainii,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula gregaria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula hungarica,Grunow,www.algaebase.org,Hippodonta hungarica,"(Grunow) Lange-Bertalot, Metzeltin and Witkowski",www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula lanceolata,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula pupula,Kützing,www.algaebase.org,Sellaphora pupula,(Kützing) Mereschkowsky,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater to brackish
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula pygmaea,Kützing,www.algaebase.org,Fallacia pygmaea,(Kützing) A.J. Stickle and D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula radiosa,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula rhynchotella,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula rostellata,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula salinarum,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula sp.,Bory de St.-Vincent,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula tripunctata,(O.F. Müller) Bory de Saint-Vincent,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula trivialis,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula viridula,(Kützing) Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,Navicula wildii,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navigeia,Navigeia decussis,(Østrup) Bukhtiyarova,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Neidium,Neidium affine,(Ehrenberg) Pfizer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Neidium,Neidium apiculatum,Reimer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Neidium,Neidium bisulcatum,(Lagerstedt) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Neidium,Neidium dubium,(Ehrenberg) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Neidium,Neidium sp.,Pfitzer,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia acicularis,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia amphibia,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia angustata,(W. Smith) Grunow,www.algaebase.org,Tryblionella angustata,W. Smith,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia apiculata,(W. Gregory) Grunow,www.algaebase.org,Tryblionella apiculata,W. Gregory,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia balcanica,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia brevissima,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia capitellata,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia clausii,Hantzsch,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia columbiana,Sovereign,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia denticula,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia desertorum ,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia dissipata,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia filiformis,(W. Smith) Van Heurck,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia fonticola,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,Nitzschia frustulum,(Kützing) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
