DateTime,Salinity,SpecCOnd
8/4/2020 13:00,10.67,17843.61
8/4/2020 14:00,10.68,17856.05
8/4/2020 15:00,10.69,17866.72
8/4/2020 16:00,10.7,17878.42
8/4/2020 17:00,10.54,17635.72
8/4/2020 18:00,10.71,17895.02
8/4/2020 19:00,10.7,17882.33
8/4/2020 20:00,10.71,17885.69
8/4/2020 21:00,10.71,17894.06
8/4/2020 22:00,10.71,17897.29
8/4/2020 23:00,10.7,17889.2
8/5/2020 0:00,10.7,17888.23
8/5/2020 1:00,10.69,17875.03
8/5/2020 2:00,10.68,17868.61
8/5/2020 3:00,10.64,17800.37
8/5/2020 4:00,10.46,17533.61
8/5/2020 5:00,10.45,17519.1
8/5/2020 6:00,10.48,17570.67
8/5/2020 7:00,10.5,17606.83
8/5/2020 8:00,10.54,17662.1
8/5/2020 9:00,10.55,17684.99
8/5/2020 10:00,10.56,17697.85
8/5/2020 11:00,10.57,17715.6
8/5/2020 12:00,10.52,17633.44
8/5/2020 13:00,10.6,17739.57
8/5/2020 14:00,10.6,17742.88
8/5/2020 15:00,10.6,17743.23
8/5/2020 16:00,10.61,17752.99
8/5/2020 17:00,10.47,17528.57
8/5/2020 18:00,10.6,17733.59
8/5/2020 19:00,10.6,17728.91
8/5/2020 20:00,10.59,17730.41
8/5/2020 21:00,10.6,17739.05
8/5/2020 22:00,10.59,17731.75
8/5/2020 23:00,10.6,17747.33
8/6/2020 0:00,10.6,17749.1
8/6/2020 1:00,10.6,17754.62
8/6/2020 2:00,10.61,17767.34
8/6/2020 3:00,10.6,17761.16
8/6/2020 4:00,10.6,17756.19
8/6/2020 5:00,10.5,17612.56
8/6/2020 6:00,10.47,17567.96
8/6/2020 7:00,10.49,17596.7
8/6/2020 8:00,10.55,17693.15
8/6/2020 9:00,10.54,17665.79
8/6/2020 10:00,10.52,17632.05
8/6/2020 11:00,10.58,17730.46
8/6/2020 12:00,10.57,17701.49
8/6/2020 13:00,10.59,17724.84
8/6/2020 14:00,10.6,17736.39
8/6/2020 15:00,10.63,17779.52
8/6/2020 16:00,10.63,17770.46
8/6/2020 17:00,10.64,17783.35
8/6/2020 18:00,10.64,17784.03
8/6/2020 19:00,10.62,17753.26
8/6/2020 20:00,10.64,17784.78
8/6/2020 21:00,10.62,17761.6
8/6/2020 22:00,10.62,17764.95
8/6/2020 23:00,10.62,17758
8/7/2020 0:00,10.61,17752.06
8/7/2020 1:00,10.61,17757.36
8/7/2020 2:00,10.61,17764.32
8/7/2020 3:00,10.62,17780.3
8/7/2020 4:00,10.62,17783.48
8/7/2020 5:00,10.62,17786.48
8/7/2020 6:00,10.62,17780.56
8/7/2020 7:00,10.62,17779.97
8/7/2020 8:00,10.61,17773.82
8/7/2020 9:00,10.61,17776.67
8/7/2020 10:00,10.62,17787.17
8/7/2020 11:00,10.63,17789.68
8/7/2020 12:00,10.64,17801.8
8/7/2020 13:00,10.65,17809.35
8/7/2020 14:00,10.65,17817.04
8/7/2020 15:00,10.67,17830.84
8/7/2020 16:00,10.68,17841.77
8/7/2020 17:00,10.68,17846.41
8/7/2020 18:00,10.69,17854.59
8/7/2020 19:00,10.69,17851.42
8/7/2020 20:00,10.68,17847.12
8/7/2020 21:00,10.68,17837.19
8/7/2020 22:00,10.66,17818.28
8/7/2020 23:00,10.66,17814.83
8/8/2020 0:00,10.66,17821.09
8/8/2020 1:00,10.65,17821.3
8/8/2020 2:00,10.65,17818.99
8/8/2020 3:00,10.65,17817.26
8/8/2020 4:00,10.65,17821.42
8/8/2020 5:00,10.65,17826.36
8/8/2020 6:00,10.66,17838.94
8/8/2020 7:00,10.66,17845.21
8/8/2020 8:00,10.66,17848.92
8/8/2020 9:00,10.66,17849.54
8/8/2020 10:00,10.66,17845.62
8/8/2020 11:00,10.67,17856.4
8/8/2020 12:00,10.67,17857.93
8/8/2020 13:00,10.68,17866.6
8/8/2020 14:00,10.69,17867.58
8/8/2020 15:00,10.69,17867.34
8/8/2020 16:00,10.69,17869.64
8/8/2020 17:00,10.7,17880.55
8/8/2020 18:00,10.71,17888.46
8/8/2020 19:00,10.71,17884.83
8/8/2020 20:00,10.7,17869.98
8/8/2020 21:00,10.7,17883.48
8/8/2020 22:00,10.7,17877.64
8/8/2020 23:00,10.69,17869.15
8/9/2020 0:00,10.68,17861.76
8/9/2020 1:00,10.69,17872.84
8/9/2020 2:00,10.69,17881.27
8/9/2020 3:00,10.69,17874.2
8/9/2020 4:00,10.69,17881.57
8/9/2020 5:00,10.69,17887.25
8/9/2020 6:00,10.7,17893.42
8/9/2020 7:00,10.69,17888.38
8/9/2020 8:00,10.7,17896.4
8/9/2020 9:00,10.7,17898.55
8/9/2020 10:00,10.71,17908.05
8/9/2020 11:00,10.71,17915.9
8/9/2020 12:00,10.72,17922.29
8/9/2020 13:00,10.73,17931.14
8/9/2020 14:00,10.74,17936.72
8/9/2020 15:00,10.75,17944.44
8/9/2020 16:00,10.76,17963.81
8/9/2020 17:00,10.77,17970.41
8/9/2020 18:00,10.77,17973.13
8/9/2020 19:00,10.77,17974.98
8/9/2020 20:00,10.77,17974.99
8/9/2020 21:00,10.75,17958.33
8/9/2020 22:00,10.75,17951.24
8/9/2020 23:00,10.74,17942.97
8/10/2020 0:00,10.74,17949.06
8/10/2020 1:00,10.74,17941.69
8/10/2020 2:00,10.73,17936.77
8/10/2020 3:00,10.73,17942.23
8/10/2020 4:00,10.73,17948.18
8/10/2020 5:00,10.74,17960.24
8/10/2020 6:00,10.74,17967.45
8/10/2020 7:00,10.74,17966.58
8/10/2020 8:00,10.74,17969.8
8/10/2020 9:00,10.75,17976.87
8/10/2020 10:00,10.75,17980.63
8/10/2020 11:00,10.75,17984.82
8/10/2020 12:00,10.76,17990.13
8/10/2020 13:00,10.77,17992.85
8/10/2020 14:00,10.77,17997.39
8/10/2020 15:00,10.78,18006.83
8/10/2020 16:00,10.78,18010.66
8/10/2020 17:00,10.79,18012.21
8/10/2020 18:00,10.79,18011.86
8/10/2020 19:00,10.79,18014.84
8/10/2020 20:00,10.77,17985.82
8/10/2020 21:00,10.75,17960.1
8/10/2020 22:00,10.68,17857.34
8/10/2020 23:00,10.68,17862.13
8/11/2020 0:00,10.71,17906.55
8/11/2020 1:00,10.76,17982.91
8/11/2020 2:00,10.75,17974.61
8/11/2020 3:00,10.74,17966.95
8/11/2020 4:00,10.74,17966.12
8/11/2020 5:00,10.74,17962.38
8/11/2020 6:00,10.74,17974.34
8/11/2020 7:00,10.74,17969.02
8/11/2020 8:00,10.74,17975.56
8/11/2020 9:00,10.74,17969.79
8/11/2020 10:00,10.75,17988.14
8/11/2020 11:00,10.76,17999.27
8/11/2020 12:00,10.77,18015.1
8/11/2020 13:00,10.78,18018.74
8/11/2020 14:00,10.78,18021.71
8/11/2020 15:00,10.79,18026.56
8/11/2020 16:00,10.79,18025.52
8/11/2020 17:00,10.8,18035.95
8/11/2020 18:00,10.8,18043.61
8/11/2020 19:00,10.79,18028.34
8/11/2020 20:00,10.79,18025.24
8/11/2020 21:00,10.74,17953.8
8/11/2020 22:00,10.64,17792.11
8/11/2020 23:00,10.67,17837.85
8/12/2020 0:00,10.78,18018.77
8/12/2020 1:00,10.78,18015.47
8/12/2020 2:00,10.77,18008.5
8/12/2020 3:00,10.77,18003.61
8/12/2020 4:00,10.76,17999.16
8/12/2020 5:00,10.76,17996.19
8/12/2020 6:00,10.76,18000.31
8/12/2020 7:00,10.75,17990.63
8/12/2020 8:00,10.75,17991.57
8/12/2020 9:00,10.75,17995.66
8/12/2020 10:00,10.76,17999.13
8/12/2020 11:00,10.77,18010.78
8/12/2020 12:00,10.77,18019.18
8/12/2020 13:00,10.78,18024.74
8/12/2020 14:00,10.79,18039.24
8/12/2020 15:00,10.8,18042.13
8/12/2020 16:00,10.81,18051.18
8/12/2020 17:00,10.82,18059.63
8/12/2020 18:00,10.82,18064.25
8/12/2020 19:00,10.83,18075.54
8/12/2020 20:00,10.83,18070.04
8/12/2020 21:00,10.79,18017.4
8/12/2020 22:00,10.79,18012.01
8/12/2020 23:00,10.65,17805.75
