"","Year","Date","Survey","Station","turbidity","Secchi"
"1800",2010,2010-09-09,3,"322",40.2000007629395,0.189999997615814
"1801",2010,2010-09-09,3,"323",38.9000015258789,0.150000005960464
"1802",2010,2010-09-13,3,"325",24.5,0.439999997615814
"1803",2010,2010-09-09,3,"326",22.2000007629395,0.409999996423721
"1804",2010,2010-09-09,3,"327",49,0.200000002980232
"1805",2010,2010-09-08,3,"328",23.8999996185303,0.319999992847443
"1806",2010,2010-09-13,3,"329",19.3999996185303,0.600000023841858
"1807",2010,2010-09-08,3,"334",79.3000030517578,0.170000001788139
"1808",2010,2010-09-08,3,"335",51.2999992370605,0.209999993443489
"1809",2010,2010-09-07,3,"336",24.7999992370605,0.46000000834465
"1810",2010,2010-09-07,3,"337",18.6000003814697,0.5
"1811",2010,2010-09-07,3,"338",31.1000003814697,0.709999978542328
"1812",2010,2010-09-07,3,"339",61.5999984741211,0.200000002980232
"1813",2010,2010-09-07,3,"340",37.5,0.46000000834465
"1814",2010,2010-09-07,3,"341",44.7000007629395,0.310000002384186
"1815",2010,2010-09-07,3,"401",17.1000003814697,0.560000002384186
"1816",2010,2010-09-07,3,"403",23,0.439999997615814
"1817",2010,2010-09-07,3,"404",17.2000007629395,0.519999980926514
"1818",2010,2010-09-07,3,"405",19,0.629999995231628
"1819",2010,2010-09-07,3,"406",11.8000001907349,0.509999990463257
"1820",2010,2010-09-07,3,"407",20.7000007629395,0.430000007152557
"1821",2010,2010-09-13,3,"408",11.5,0.699999988079071
"1822",2010,2010-09-13,3,"409",11.3999996185303,0.660000026226044
"1823",2010,2010-09-13,3,"410",15.3000001907349,0.550000011920929
"1824",2010,2010-09-13,3,"411",20,0.5
"1825",2010,2010-09-13,3,"412",17.8999996185303,0.550000011920929
"1826",2010,2010-09-13,3,"413",11,0.680000007152557
"1827",2010,2010-09-14,3,"414",17.1000003814697,0.519999980926514
"1828",2010,2010-09-14,3,"415",14.1000003814697,0.670000016689301
"1829",2010,2010-09-14,3,"416",15.6999998092651,0.579999983310699
"1830",2010,2010-09-14,3,"417",17.8999996185303,0.419999986886978
"1831",2010,2010-09-14,3,"418",26.7000007629395,0.340000003576279
"1832",2010,2010-09-15,3,"501",9.64999961853027,0.769999980926514
"1833",2010,2010-09-15,3,"502",11.3000001907349,0.850000023841858
"1834",2010,2010-09-15,3,"503",7.76999998092651,0.910000026226044
"1835",2010,2010-09-15,3,"504",7.80000019073486,0.939999997615814
"1836",2010,2010-09-15,3,"505",8.80000019073486,0.920000016689301
"1837",2010,2010-09-15,3,"507",12.1000003814697,0.579999983310699
"1838",2010,2010-09-15,3,"508",10.3999996185303,0.819999992847443
"1839",2010,2010-09-16,3,"509",10.6000003814697,0.769999980926514
"1840",2010,2010-09-16,3,"510",10.8999996185303,0.819999992847443
"1841",2010,2010-09-16,3,"511",11,0.769999980926514
"1842",2010,2010-09-16,3,"512",9.65999984741211,0.730000019073486
"1843",2010,2010-09-16,3,"513",11.5,0.709999978542328
"1844",2010,2010-09-15,3,"515",28.2000007629395,0.319999992847443
"1845",2010,2010-09-15,3,"516",20.6000003814697,0.519999980926514
"1846",2010,2010-09-15,3,"517",23.1000003814697,0.379999995231628
"1847",2010,2010-09-15,3,"518",14.3000001907349,0.850000023841858
"1848",2010,2010-09-15,3,"519",11.3999996185303,0.759999990463257
"1849",2010,2010-09-14,3,"601",47.5,0.270000010728836
"1850",2010,2010-09-14,3,"602",35,0.25
"1851",2010,2010-09-14,3,"603",32.5999984741211,0.259999990463257
"1852",2010,2010-09-14,3,"604",22.6000003814697,0.310000002384186
"1853",2010,2010-09-14,3,"605",16.1000003814697,0.479999989271164
"1854",2010,2010-09-14,3,"606",22.8999996185303,0.370000004768372
"1855",2010,2010-09-14,3,"608",15.3999996185303,0.490000009536743
"1856",2010,2010-09-20,3,"701",11,0.670000016689301
"1857",2010,2010-09-20,3,"703",14.5,0.689999997615814
"1858",2010,2010-09-20,3,"704",13.3999996185303,0.670000016689301
"1859",2010,2010-09-20,3,"705",9.30000019073486,0.870000004768372
"1860",2010,2010-09-20,3,"706",12.1000003814697,0.879999995231628
"1861",2010,2010-09-20,3,"707",11.1000003814697,0.850000023841858
"1862",2010,2010-09-20,3,"708",8.19999980926514,0.939999997615814
"1863",2010,2010-09-20,3,"709",10,0.819999992847443
"1864",2010,2010-09-20,3,"710",10.1000003814697,0.769999980926514
"1865",2010,2010-09-20,3,"711",10.8000001907349,0.860000014305115
"1866",2010,2010-09-20,3,"712",5.5,1.0900000333786
"1867",2010,2010-09-20,3,"713",16,0.479999989271164
"1868",2010,2010-09-20,3,"715",21.8999996185303,0.430000007152557
"1869",2010,2010-09-20,3,"716",22.6000003814697,0.400000005960464
"1870",2010,2010-09-23,3,"717",4.80999994277954,1.3400000333786
"1871",2010,2010-09-29,3,"719",27.2000007629395,0.280000001192093
"1872",2010,2010-09-29,3,"721",18.7000007629395,0.439999997615814
"1873",2010,2010-09-29,3,"723",8.72000026702881,0.910000026226044
"1874",2010,2010-09-23,3,"724",6.40000009536743,1.10000002384186
"1875",2010,2010-09-23,3,"735",5.40000009536743,1.45000004768372
"1876",2010,2010-09-23,3,"736",5.90000009536743,1.25999999046326
"1877",2010,2010-09-29,3,"795",8.90999984741211,0.670000016689301
"1878",2010,2010-09-29,3,"796",23.6000003814697,0.379999995231628
"1879",2010,2010-09-29,3,"797",29.8999996185303,0.259999990463257
"1880",2010,2010-09-16,3,"802",7.32000017166138,0.879999995231628
"1881",2010,2010-09-16,3,"804",5.23999977111816,1.07000005245209
"1882",2010,2010-09-16,3,"806",6.84000015258789,1.20000004768372
"1883",2010,2010-09-16,3,"807",6.6399998664856,0.949999988079071
"1884",2010,2010-09-16,3,"808",5.11999988555908,1.60000002384186
"1885",2010,2010-09-16,3,"809",4.53999996185303,1.39999997615814
"1886",2010,2010-09-16,3,"810",5.46000003814697,1.29999995231628
"1887",2010,2010-09-16,3,"811",5.46999979019165,1.29999995231628
"1888",2010,2010-09-16,3,"812",4.59000015258789,1.47000002861023
"1889",2010,2010-09-16,3,"813",4.28999996185303,1.5
"1890",2010,2010-09-16,3,"814",4.23000001907349,1.5
"1891",2010,2010-09-16,3,"815",3.05999994277954,1.60000002384186
"1892",2010,2010-09-21,3,"902",1.61000001430511,2
"1893",2010,2010-09-22,3,"903",3.36999988555908,1.39999997615814
"1894",2010,2010-09-16,3,"904",3.0699999332428,1.85000002384186
"1895",2010,2010-09-16,3,"905",3.64000010490417,1.75
"1896",2010,2010-09-21,3,"906",1.77999997138977,2
"1897",2010,2010-09-21,3,"908",1.80999994277954,2
"1898",2010,2010-09-21,3,"909",2.85999989509583,2
"1899",2010,2010-09-21,3,"910",3.20000004768372,1.70000004768372
"1900",2010,2010-09-21,3,"911",4.34999990463257,1.25
"1901",2010,2010-09-21,3,"912",6.44999980926514,1
"1902",2010,2010-09-21,3,"913",1.49000000953674,2
"1903",2010,2010-09-21,3,"914",1.52999997138977,2
"1904",2010,2010-09-21,3,"915",2.47000002861023,2
"1905",2010,2010-09-22,3,"919",2.39000010490417,2
"1906",2010,2010-09-22,3,"920",3.70000004768372,1.39999997615814
"1907",2010,2010-09-22,3,"921",3.69000005722046,1.33000004291534
"1908",2010,2010-09-22,3,"922",3.63000011444092,1.71000003814697
"1909",2010,2010-09-22,3,"923",3.30999994277954,2
"1910",2010,2010-10-18,4,"072",3.20000004768372,1.75999999046326
"1911",2010,2010-10-18,4,"073",3.90000009536743,1.58000004291534
"1912",2010,2010-10-04,4,"305",4.26000022888184,1.01999998092651
"1913",2010,2010-10-04,4,"306",5.21000003814697,1.04999995231628
"1914",2010,2010-10-04,4,"307",6.13000011444092,0.769999980926514
"1915",2010,2010-10-04,4,"308",4.11999988555908,1.24000000953674
"1916",2010,2010-10-04,4,"309",7.23000001907349,1.08000004291534
"1917",2010,2010-10-04,4,"310",3.94000005722046,1.41999995708466
"1918",2010,2010-10-04,4,"311",4.80999994277954,1.19000005722046
"1919",2010,2010-10-04,4,"314",16.7000007629395,0.759999990463257
"1920",2010,2010-10-04,4,"315",14.8000001907349,0.540000021457672
"1921",2010,2010-10-04,4,"321",3.79999995231628,1.44000005722046
"1922",2010,2010-10-04,4,"322",5.40999984741211,1.01999998092651
"1923",2010,2010-10-04,4,"323",5.6399998664856,1.03999996185303
"1924",2010,2010-10-05,4,"325",12.6000003814697,0.810000002384186
"1925",2010,2010-10-04,4,"326",5.69000005722046,1.17999994754791
"1926",2010,2010-10-04,4,"327",7.46999979019165,0.860000014305115
"1927",2010,2010-10-05,4,"328",12,0.699999988079071
"1928",2010,2010-10-05,4,"329",17.6000003814697,0.600000023841858
"1929",2010,2010-10-05,4,"334",26.5,0.5
"1930",2010,2010-10-05,4,"335",22.2000007629395,0.5
"1931",2010,2010-10-05,4,"336",10.1000003814697,0.930000007152557
"1932",2010,2010-10-05,4,"337",7.40000009536743,0.810000002384186
"1933",2010,2010-10-05,4,"338",9.35000038146973,0.860000014305115
"1934",2010,2010-10-05,4,"339",13.3000001907349,0.600000023841858
"1935",2010,2010-10-05,4,"340",15.8000001907349,0.400000005960464
"1936",2010,2010-10-05,4,"341",17.2999992370605,0.400000005960464
"1937",2010,2010-10-05,4,"401",7.59999990463257,0.889999985694885
"1938",2010,2010-10-05,4,"403",8,0.949999988079071
"1939",2010,2010-10-05,4,"404",9.80000019073486,0.699999988079071
"1940",2010,2010-10-06,4,"405",24,0.319999992847443
"1941",2010,2010-10-06,4,"406",22.8999996185303,0.419999986886978
"1942",2010,2010-10-06,4,"407",24.6000003814697,0.400000005960464
"1943",2010,2010-10-06,4,"408",14.8000001907349,0.649999976158142
"1944",2010,2010-10-06,4,"409",12.3000001907349,0.600000023841858
"1945",2010,2010-10-06,4,"410",10.6000003814697,0.639999985694885
"1946",2010,2010-10-06,4,"411",11.1999998092651,0.600000023841858
"1947",2010,2010-10-06,4,"412",10.8000001907349,0.800000011920929
"1948",2010,2010-10-06,4,"413",8.51000022888184,0.720000028610229
"1949",2010,2010-10-06,4,"414",24.6000003814697,0.550000011920929
"1950",2010,2010-10-06,4,"415",19.6000003814697,0.419999986886978
"1951",2010,2010-10-06,4,"416",10.8000001907349,0.5
"1952",2010,2010-10-06,4,"417",25,0.360000014305115
"1953",2010,2010-10-06,4,"418",22.1000003814697,0.419999986886978
"1954",2010,2010-10-06,4,"501",8.55000019073486,0.819999992847443
"1955",2010,2010-10-06,4,"502",8.3100004196167,0.800000011920929
"1956",2010,2010-10-06,4,"503",7.28999996185303,0.819999992847443
"1957",2010,2010-10-06,4,"504",6.42999982833862,0.839999973773956
"1958",2010,2010-10-06,4,"505",6.3899998664856,0.860000014305115
"1959",2010,2010-10-07,4,"507",16,0.629999995231628
"1960",2010,2010-10-07,4,"508",13.3999996185303,0.529999971389771
"1961",2010,2010-10-07,4,"509",14.3999996185303,0.639999985694885
"1962",2010,2010-10-07,4,"510",16.1000003814697,0.589999973773956
"1963",2010,2010-10-07,4,"511",17.8999996185303,0.569999992847443
"1964",2010,2010-10-07,4,"512",17.2000007629395,0.589999973773956
"1965",2010,2010-10-07,4,"513",15.1000003814697,0.639999985694885
"1966",2010,2010-10-07,4,"515",14.6999998092651,0.529999971389771
"1967",2010,2010-10-07,4,"516",9.35000038146973,0.629999995231628
"1968",2010,2010-10-07,4,"517",28.8999996185303,0.409999996423721
"1969",2010,2010-10-07,4,"518",11.3999996185303,0.680000007152557
"1970",2010,2010-10-07,4,"519",13,0.519999980926514
"1971",2010,2010-10-07,4,"601",35.7000007629395,0.519999980926514
"1972",2010,2010-10-07,4,"602",32.7000007629395,0.419999986886978
"1973",2010,2010-10-07,4,"603",31.6000003814697,0.379999995231628
"1974",2010,2010-10-07,4,"604",22.8999996185303,0.389999985694885
"1975",2010,2010-10-07,4,"605",20.3999996185303,0.509999990463257
"1976",2010,2010-10-07,4,"606",23.8999996185303,0.579999983310699
"1977",2010,2010-10-12,4,"608",26.3999996185303,0.360000014305115
"1978",2010,2010-10-12,4,"701",8.9399995803833,0.819999992847443
"1979",2010,2010-10-12,4,"703",10.6999998092651,0.670000016689301
"1980",2010,2010-10-12,4,"704",13.3000001907349,0.589999973773956
"1981",2010,2010-10-12,4,"705",11.3999996185303,0.959999978542328
"1982",2010,2010-10-12,4,"706",10.1999998092651,0.620000004768372
"1983",2010,2010-10-12,4,"707",10.8999996185303,0.769999980926514
"1984",2010,2010-10-12,4,"708",7.48000001907349,0.740000009536743
"1985",2010,2010-10-12,4,"709",8.72999954223633,0.670000016689301
"1986",2010,2010-10-12,4,"710",8,0.790000021457672
"1987",2010,2010-10-12,4,"711",7.90000009536743,0.839999973773956
"1988",2010,2010-10-12,4,"712",5.25,1.5900000333786
"1989",2010,2010-10-12,4,"713",7.92999982833862,0.819999992847443
"1990",2010,2010-10-12,4,"715",8.39000034332275,0.800000011920929
"1991",2010,2010-10-12,4,"716",14.5,0.509999990463257
"1992",2010,2010-10-18,4,"717",2.70000004768372,1.85000002384186
"1993",2010,2010-10-19,4,"719",35.4000015258789,0.349999994039536
"1994",2010,2010-10-19,4,"721",25.5,0.550000011920929
"1995",2010,2010-10-19,4,"723",12.1000003814697,0.639999985694885
"1996",2010,2010-10-18,4,"724",4,1.75
"1997",2010,2010-10-18,4,"735",3,2
"1998",2010,2010-10-18,4,"736",3.20000004768372,1.74000000953674
"1999",2010,2010-10-19,4,"795",11.8999996185303,0.75
"2000",2010,2010-10-19,4,"796",18.8999996185303,0.550000011920929
"2001",2010,2010-10-19,4,"797",22.8999996185303,0.349999994039536
"2002",2010,2010-10-14,4,"802",5.8600001335144,0.990000009536743
"2003",2010,2010-10-14,4,"804",5.42999982833862,1.20000004768372
"2004",2010,2010-10-13,4,"806",7.90000009536743,0.899999976158142
"2005",2010,2010-10-13,4,"807",8.39999961853027,0.860000014305115
"2006",2010,2010-10-13,4,"808",5.90000009536743,1.22000002861023
"2007",2010,2010-10-13,4,"809",6.80000019073486,1.03999996185303
"2008",2010,2010-10-14,4,"810",4.88000011444092,1.39999997615814
"2009",2010,2010-10-14,4,"811",5.76000022888184,1.39999997615814
"2010",2010,2010-10-14,4,"812",4,1.4099999666214
"2011",2010,2010-10-14,4,"813",4.71000003814697,1.44000005722046
"2012",2010,2010-10-14,4,"814",3.61999988555908,1.64999997615814
"2013",2010,2010-10-14,4,"815",3.57999992370605,1.55999994277954
"2014",2010,2010-10-13,4,"902",2,2
"2015",2010,2010-10-14,4,"903",4.05000019073486,2
"2016",2010,2010-10-14,4,"904",3.82999992370605,2
"2017",2010,2010-10-14,4,"905",3.30999994277954,1.87999999523163
"2018",2010,2010-10-13,4,"906",1.79999995231628,2
"2019",2010,2010-10-13,4,"908",2.09999990463257,2
"2020",2010,2010-10-13,4,"909",1.79999995231628,2
"2021",2010,2010-10-13,4,"910",1.89999997615814,2
"2022",2010,2010-10-13,4,"911",3.29999995231628,1.79999995231628
"2023",2010,2010-10-13,4,"912",10.5,1.44000005722046
"2024",2010,2010-10-13,4,"913",1.39999997615814,2
"2025",2010,2010-10-13,4,"914",1.60000002384186,2
"2026",2010,2010-10-13,4,"915",2,2
"2027",2010,2010-10-14,4,"919",1.72000002861023,2
"2028",2010,2010-10-14,4,"920",1.79999995231628,2
"2029",2010,2010-10-14,4,"921",2.28999996185303,1.85000002384186
"2030",2010,2010-10-14,4,"922",2.85999989509583,0.740000009536743
"2031",2010,2010-10-14,4,"923",2.66000008583069,2
"2032",2010,2010-11-08,5,"072",4.25,1.37999999523163
"2033",2010,2010-11-08,5,"073",2.74000000953674,1.95000004768372
"2034",2010,2010-11-01,5,"305",4.84000015258789,1.22000002861023
"2035",2010,2010-11-01,5,"306",7.13000011444092,1.14999997615814
"2036",2010,2010-11-01,5,"307",7.23000001907349,1.03999996185303
"2037",2010,2010-11-01,5,"308",5.48000001907349,1.19000005722046
"2038",2010,2010-11-01,5,"309",4.42999982833862,1.20000004768372
"2039",2010,2010-11-01,5,"310",3.75999999046326,1.29999995231628
"2040",2010,2010-11-01,5,"311",5.32000017166138,1
"2041",2010,2010-11-01,5,"314",9.77000045776367,0.879999995231628
"2042",2010,2010-11-01,5,"315",14.1000003814697,0.479999989271164
"2043",2010,2010-11-01,5,"321",3.65000009536743,1.32000005245209
"2044",2010,2010-11-01,5,"322",5.03999996185303,1.1599999666214
"2045",2010,2010-11-01,5,"323",7.8899998664856,1.01999998092651
"2046",2010,2010-11-02,5,"325",6.84000015258789,1
"2047",2010,2010-11-01,5,"326",6,0.980000019073486
"2048",2010,2010-11-01,5,"327",19.5,0.579999983310699
"2049",2010,2010-11-02,5,"328",15.1000003814697,0.540000021457672
"2050",2010,2010-11-02,5,"329",13.1999998092651,0.819999992847443
"2051",2010,2010-11-02,5,"334",17.3999996185303,0.680000007152557
"2052",2010,2010-11-02,5,"335",14.8999996185303,0.660000026226044
"2053",2010,2010-11-02,5,"336",16.6000003814697,0.579999983310699
"2054",2010,2010-11-02,5,"337",11.8999996185303,0.610000014305115
"2055",2010,2010-11-02,5,"338",13.6999998092651,0.720000028610229
"2056",2010,2010-11-02,5,"339",19.3999996185303,0.589999973773956
"2057",2010,2010-11-02,5,"340",10.3999996185303,0.649999976158142
"2058",2010,2010-11-02,5,"341",6.6100001335144,0.879999995231628
"2059",2010,2010-11-02,5,"401",10.6999998092651,0.959999978542328
"2060",2010,2010-11-02,5,"403",8.80000019073486,0.699999988079071
"2061",2010,2010-11-02,5,"404",7.8600001335144,0.899999976158142
"2062",2010,2010-11-03,5,"405",11.1999998092651,0.759999990463257
"2063",2010,2010-11-03,5,"406",11.1999998092651,0.720000028610229
"2064",2010,2010-11-03,5,"407",9.42000007629395,0.870000004768372
"2065",2010,2010-11-03,5,"408",10.5,0.810000002384186
"2066",2010,2010-11-03,5,"409",7.17999982833862,1.0900000333786
"2067",2010,2010-11-03,5,"410",7.3899998664856,1.1599999666214
"2068",2010,2010-11-03,5,"411",14.1999998092651,0.769999980926514
"2069",2010,2010-11-03,5,"412",22.1000003814697,0.469999998807907
"2070",2010,2010-11-03,5,"413",12.8999996185303,0.639999985694885
"2071",2010,2010-11-03,5,"414",10.3000001907349,0.899999976158142
"2072",2010,2010-11-03,5,"415",9.60000038146973,0.930000007152557
"2073",2010,2010-11-03,5,"416",12,0.720000028610229
"2074",2010,2010-11-03,5,"417",12.5,0.720000028610229
"2075",2010,2010-11-03,5,"418",19.3999996185303,0.419999986886978
"2076",2010,2010-11-03,5,"501",14.6000003814697,0.730000019073486
"2077",2010,2010-11-03,5,"502",7,0.980000019073486
"2078",2010,2010-11-03,5,"503",6.80000019073486,1.22000002861023
"2079",2010,2010-11-03,5,"504",6.40000009536743,1.12999999523163
"2080",2010,2010-11-03,5,"505",6.59999990463257,1.0900000333786
"2081",2010,2010-11-04,5,"507",7.30000019073486,0.860000014305115
"2082",2010,2010-11-04,5,"508",10.5,0.879999995231628
"2083",2010,2010-11-04,5,"509",7.30000019073486,1.12000000476837
"2084",2010,2010-11-04,5,"510",8.60000038146973,1.04999995231628
"2085",2010,2010-11-04,5,"511",10.1999998092651,0.949999988079071
"2086",2010,2010-11-04,5,"512",9.60000038146973,0.899999976158142
"2087",2010,2010-11-04,5,"513",9.39999961853027,0.850000023841858
"2088",2010,2010-11-04,5,"515",8.5,0.779999971389771
"2089",2010,2010-11-04,5,"516",6.90000009536743,0.980000019073486
"2090",2010,2010-11-04,5,"517",10.6000003814697,0.720000028610229
"2091",2010,2010-11-04,5,"518",9.5,0.779999971389771
"2092",2010,2010-11-04,5,"519",9.10000038146973,0.939999997615814
"2093",2010,2010-11-04,5,"601",13.6000003814697,0.699999988079071
"2094",2010,2010-11-04,5,"602",10.6000003814697,0.699999988079071
"2095",2010,2010-11-04,5,"603",12.1000003814697,0.75
"2096",2010,2010-11-04,5,"604",13,0.639999985694885
"2097",2010,2010-11-04,5,"605",14.3999996185303,0.560000002384186
"2098",2010,2010-11-04,5,"606",18.2000007629395,0.550000011920929
"2099",2010,2010-11-08,5,"608",13.8000001907349,0.5
"2100",2010,2010-11-09,5,"701",12,0.509999990463257
"2101",2010,2010-11-09,5,"703",11.8000001907349,0.620000004768372
"2102",2010,2010-11-09,5,"704",17.2000007629395,0.46000000834465
"2103",2010,2010-11-09,5,"705",14.1999998092651,0.550000011920929
"2104",2010,2010-11-09,5,"706",13.3999996185303,0.550000011920929
"2105",2010,2010-11-09,5,"707",8.35999965667725,0.949999988079071
"2106",2010,2010-11-09,5,"708",8.25,1
"2107",2010,2010-11-09,5,"709",6.36999988555908,0.980000019073486
"2108",2010,2010-11-09,5,"710",6.71999979019165,1.14999997615814
"2109",2010,2010-11-09,5,"711",6.03000020980835,1.14999997615814
"2110",2010,2010-11-16,5,"712",3.97000002861023,1.66999995708466
"2111",2010,2010-11-09,5,"713",7.3899998664856,0.990000009536743
"2112",2010,2010-11-09,5,"715",7.67000007629395,1
"2113",2010,2010-11-09,5,"716",10.5,0.819999992847443
"2114",2010,2010-11-08,5,"717",4.71000003814697,1.45000004768372
"2115",2010,2010-11-09,5,"719",34,0.239999994635582
"2116",2010,2010-11-09,5,"721",15.6000003814697,0.5
"2117",2010,2010-11-16,5,"723",7.1399998664856,1.01999998092651
"2118",2010,2010-11-08,5,"724",3.40000009536743,1.72000002861023
"2119",2010,2010-11-08,5,"735",3.88000011444092,2
"2120",2010,2010-11-08,5,"736",5.44000005722046,1.87000000476837
"2121",2010,2010-11-16,5,"795",9.32999992370605,0.819999992847443
"2122",2010,2010-11-16,5,"796",13.3000001907349,0.579999983310699
"2123",2010,2010-11-16,5,"797",9.98999977111816,0.400000005960464
"2124",2010,2010-11-08,5,"802",8.48999977111816,0.819999992847443
"2125",2010,2010-11-08,5,"804",8.14999961853027,0.800000011920929
"2126",2010,2010-11-10,5,"806",9.80000019073486,0.779999971389771
"2127",2010,2010-11-10,5,"807",8.69999980926514,1.03999996185303
"2128",2010,2010-11-10,5,"808",6.30000019073486,1.20000004768372
"2129",2010,2010-11-10,5,"809",6.59999990463257,1.11000001430511
"2130",2010,2010-11-15,5,"810",5.09000015258789,1.25
"2131",2010,2010-11-15,5,"811",6.03999996185303,1.32000005245209
"2132",2010,2010-11-15,5,"812",4.55999994277954,1.5
"2133",2010,2010-11-15,5,"813",5.25,1.39999997615814
"2134",2010,2010-11-15,5,"814",4.5,1.41999995708466
"2135",2010,2010-11-15,5,"815",3.21000003814697,1.75
"2136",2010,2010-11-10,5,"902",4.59999990463257,2
"2137",2010,2010-11-15,5,"903",3.25999999046326,2
"2138",2010,2010-11-15,5,"904",3.38000011444092,2
"2139",2010,2010-11-15,5,"905",3.41000008583069,2
"2140",2010,2010-11-10,5,"906",2.20000004768372,2
"2141",2010,2010-11-10,5,"908",2.29999995231628,2
"2142",2010,2010-11-10,5,"909",2.29999995231628,2
"2143",2010,2010-11-10,5,"910",2.79999995231628,2
"2144",2010,2010-11-10,5,"911",2.79999995231628,1.70000004768372
"2145",2010,2010-11-10,5,"912",3.70000004768372,1.54999995231628
"2146",2010,2010-11-10,5,"913",2.20000004768372,2
"2147",2010,2010-11-10,5,"914",2.09999990463257,2
"2148",2010,2010-11-10,5,"915",2.40000009536743,2
"2149",2010,2010-11-15,5,"919",2.61999988555908,2
"2150",2010,2010-11-15,5,"920",2.67000007629395,2
"2151",2010,2010-11-15,5,"921",3.79999995231628,1.95000004768372
"2152",2010,2010-11-15,5,"922",4.78999996185303,1.86000001430511
"2153",2010,2010-11-15,5,"923",2.99000000953674,2
"2154",2010,2010-12-07,6,"072",11.6000003814697,0.779999971389771
"2155",2010,2010-12-07,6,"073",14.1999998092651,0.629999995231628
"2156",2010,2010-12-01,6,"305",27,0.629999995231628
"2157",2010,2010-12-01,6,"306",8.44999980926514,0.980000019073486
"2158",2010,2010-12-01,6,"307",9.84000015258789,0.759999990463257
"2159",2010,2010-12-01,6,"308",27,0.370000004768372
"2160",2010,2010-12-01,6,"309",33.0999984741211,0.5
"2161",2010,2010-12-02,6,"310",9.5,1.21000003814697
"2162",2010,2010-12-02,6,"311",15.8999996185303,0.699999988079071
"2163",2010,2010-12-01,6,"314",10.3000001907349,0.639999985694885
"2164",2010,2010-12-01,6,"315",10.5,0.709999978542328
"2165",2010,2010-12-02,6,"321",6.5,1.24000000953674
"2166",2010,2010-12-02,6,"322",13.1999998092651,0.779999971389771
"2167",2010,2010-12-02,6,"323",14.5,0.819999992847443
"2168",2010,2010-12-02,6,"325",13.8000001907349,0.589999973773956
"2169",2010,2010-12-02,6,"326",20.7000007629395,0.579999983310699
"2170",2010,2010-12-01,6,"327",9.27999973297119,0.879999995231628
"2171",2010,2010-12-01,6,"328",8.98999977111816,0.709999978542328
"2172",2010,2010-12-02,6,"329",20,0.519999980926514
"2173",2010,2010-12-01,6,"334",11.3000001907349,0.680000007152557
"2174",2010,2010-12-01,6,"335",11,0.699999988079071
"2175",2010,2010-12-02,6,"336",13.3999996185303,0.589999973773956
"2176",2010,2010-12-02,6,"337",11.5,0.769999980926514
"2177",2010,2010-12-02,6,"338",10.6999998092651,0.680000007152557
"2178",2010,2010-12-02,6,"339",23,0.540000021457672
"2179",2010,2010-12-02,6,"340",73.5,0.280000001192093
"2180",2010,2010-12-02,6,"341",35,0.379999995231628
"2181",2010,2010-12-03,6,"401",11.5,0.769999980926514
"2182",2010,2010-12-03,6,"403",12.1999998092651,0.75
"2183",2010,2010-12-03,6,"404",11.6999998092651,0.769999980926514
"2184",2010,2010-12-03,6,"405",11.3999996185303,0.870000004768372
"2185",2010,2010-12-03,6,"406",10.8999996185303,0.889999985694885
"2186",2010,2010-12-03,6,"407",21.2999992370605,0.579999983310699
"2187",2010,2010-12-03,6,"408",19.5,0.519999980926514
"2188",2010,2010-12-03,6,"409",15,0.680000007152557
"2189",2010,2010-12-03,6,"410",14.8000001907349,0.709999978542328
"2190",2010,2010-12-03,6,"411",19.2000007629395,0.579999983310699
"2191",2010,2010-12-03,6,"412",29,0.389999985694885
"2192",2010,2010-12-03,6,"413",23.2000007629395,0.5
"2193",2010,2010-12-06,6,"414",18.7999992370605,0.620000004768372
"2194",2010,2010-12-06,6,"415",19.7000007629395,0.600000023841858
"2195",2010,2010-12-06,6,"416",16.7000007629395,0.589999973773956
"2196",2010,2010-12-06,6,"417",13.5,0.689999997615814
"2197",2010,2010-12-06,6,"418",14.8000001907349,0.529999971389771
"2198",2010,2010-12-03,6,"501",18.7999992370605,0.519999980926514
"2199",2010,2010-12-03,6,"502",22.5,0.490000009536743
"2200",2010,2010-12-03,6,"503",17.2000007629395,0.589999973773956
"2201",2010,2010-12-03,6,"504",27.2000007629395,0.419999986886978
"2202",2010,2010-12-07,6,"505",7.6399998664856,0.889999985694885
"2203",2010,2010-12-07,6,"507",8.98999977111816,0.790000021457672
"2204",2010,2010-12-07,6,"508",10.6999998092651,0.670000016689301
"2205",2010,2010-12-07,6,"509",12.1000003814697,0.670000016689301
"2206",2010,2010-12-07,6,"510",12.8999996185303,0.639999985694885
"2207",2010,2010-12-07,6,"511",11.1000003814697,0.720000028610229
"2208",2010,2010-12-07,6,"512",9.36999988555908,0.689999997615814
"2209",2010,2010-12-07,6,"513",13.8000001907349,0.759999990463257
"2210",2010,2010-12-06,6,"515",12.8999996185303,0.579999983310699
"2211",2010,2010-12-07,6,"516",11.5,0.680000007152557
"2212",2010,2010-12-07,6,"517",22.8999996185303,0.509999990463257
"2213",2010,2010-12-07,6,"518",27.7999992370605,0.509999990463257
"2214",2010,2010-12-07,6,"519",9.61999988555908,0.769999980926514
"2215",2010,2010-12-06,6,"601",14.5,0.620000004768372
"2216",2010,2010-12-06,6,"602",25.5,0.430000007152557
"2217",2010,2010-12-06,6,"603",17.7999992370605,0.589999973773956
"2218",2010,2010-12-06,6,"604",19.6000003814697,0.610000014305115
