Year,Month,Day,Hour,Minute,Second,salinity
2018,9,12,13,30,0,4.17
2018,9,12,13,45,0,4.16
2018,9,12,14,0,0,4.15
2018,9,12,14,15,0,4.14
2018,9,12,14,30,0,4.13
2018,9,12,14,45,0,4.13
2018,9,12,15,0,0,4.13
2018,9,12,15,15,0,4.14
2018,9,12,15,30,0,4.14
2018,9,12,15,45,0,4.16
2018,9,12,16,0,0,4.18
2018,9,12,16,15,0,4.21
2018,9,12,16,30,0,4.25
2018,9,12,16,45,0,4.29
2018,9,12,17,0,0,4.33
2018,9,12,17,15,0,4.35
2018,9,12,17,30,0,4.37
2018,9,12,17,45,0,4.38
2018,9,12,18,0,0,4.37
2018,9,12,18,15,0,4.34
2018,9,12,18,30,0,4.31
2018,9,12,18,45,0,4.26
2018,9,12,19,0,0,4.22
2018,9,12,19,15,0,4.2
2018,9,12,19,30,0,4.19
2018,9,12,19,45,0,4.17
2018,9,12,20,0,0,4.16
2018,9,12,20,15,0,4.15
2018,9,12,20,30,0,4.14
2018,9,12,20,45,0,4.14
2018,9,12,21,0,0,4.14
2018,9,12,21,15,0,4.14
2018,9,12,21,30,0,4.14
2018,9,12,21,45,0,4.14
2018,9,12,22,0,0,4.15
2018,9,12,22,15,0,4.16
2018,9,12,22,30,0,4.17
2018,9,12,22,45,0,4.17
2018,9,12,23,0,0,4.18
2018,9,12,23,15,0,4.18
2018,9,12,23,30,0,4.18
2018,9,12,23,45,0,4.18
2018,9,13,0,0,0,4.18
2018,9,13,0,15,0,4.18
2018,9,13,0,30,0,4.18
2018,9,13,0,45,0,4.18
2018,9,13,1,0,0,4.18
2018,9,13,1,15,0,4.18
2018,9,13,1,30,0,4.18
2018,9,13,1,45,0,4.18
2018,9,13,2,0,0,4.17
2018,9,13,2,15,0,4.16
2018,9,13,2,30,0,4.15
2018,9,13,2,45,0,4.14
2018,9,13,3,0,0,4.14
2018,9,13,3,15,0,4.14
2018,9,13,3,30,0,4.14
2018,9,13,3,45,0,4.14
2018,9,13,4,0,0,4.15
2018,9,13,4,15,0,4.17
2018,9,13,4,30,0,4.18
2018,9,13,4,45,0,4.2
2018,9,13,5,0,0,4.23
2018,9,13,5,15,0,4.26
2018,9,13,5,30,0,4.28
2018,9,13,5,45,0,4.3
2018,9,13,6,0,0,4.31
2018,9,13,6,15,0,4.31
2018,9,13,6,30,0,4.3
2018,9,13,6,45,0,4.28
2018,9,13,7,0,0,4.25
2018,9,13,7,15,0,4.22
2018,9,13,7,30,0,4.19
2018,9,13,7,45,0,4.18
2018,9,13,8,0,0,4.17
2018,9,13,8,15,0,4.16
2018,9,13,8,30,0,4.15
2018,9,13,8,45,0,4.15
2018,9,13,9,0,0,4.15
2018,9,13,9,15,0,4.15
2018,9,13,9,30,0,4.15
2018,9,13,9,45,0,4.15
2018,9,13,10,0,0,4.15
2018,9,13,10,15,0,4.16
2018,9,13,10,30,0,4.16
2018,9,13,10,45,0,4.17
2018,9,13,11,0,0,4.17
2018,9,13,11,15,0,4.18
2018,9,13,11,30,0,4.18
2018,9,13,11,45,0,4.18
2018,9,13,12,0,0,4.18
2018,9,13,12,15,0,4.18
2018,9,13,12,30,0,4.18
2018,9,13,12,45,0,4.18
2018,9,13,13,0,0,4.18
2018,9,13,13,15,0,4.17
2018,9,13,13,30,0,4.16
2018,9,13,13,45,0,4.16
2018,9,13,14,0,0,4.15
2018,9,13,14,15,0,4.15
2018,9,13,14,30,0,4.15
2018,9,13,14,45,0,4.16
2018,9,13,15,0,0,4.16
2018,9,13,15,15,0,4.18
2018,9,13,15,30,0,4.2
2018,9,13,15,45,0,4.23
2018,9,13,16,0,0,4.26
2018,9,13,16,15,0,4.31
2018,9,13,16,30,0,4.36
2018,9,13,16,45,0,4.42
2018,9,13,17,0,0,4.48
2018,9,13,17,15,0,4.53
2018,9,13,17,30,0,4.57
2018,9,13,17,45,0,4.61
2018,9,13,18,0,0,4.63
2018,9,13,18,15,0,4.64
2018,9,13,18,30,0,4.63
2018,9,13,18,45,0,4.61
2018,9,13,19,0,0,4.57
2018,9,13,19,15,0,4.5
2018,9,13,19,30,0,4.38
2018,9,13,19,45,0,4.36
2018,9,13,20,0,0,4.33
2018,9,13,20,15,0,4.3
2018,9,13,20,30,0,4.27
2018,9,13,20,45,0,4.25
2018,9,13,21,0,0,4.23
2018,9,13,21,15,0,4.21
2018,9,13,21,30,0,4.2
2018,9,13,21,45,0,4.18
2018,9,13,22,0,0,4.17
2018,9,13,22,15,0,4.16
2018,9,13,22,30,0,4.16
2018,9,13,22,45,0,4.16
2018,9,13,23,0,0,4.16
2018,9,13,23,15,0,4.16
2018,9,13,23,30,0,4.16
2018,9,13,23,45,0,4.16
2018,9,14,0,0,0,4.17
2018,9,14,0,15,0,4.17
2018,9,14,0,30,0,4.17
2018,9,14,0,45,0,4.17
2018,9,14,1,0,0,4.17
2018,9,14,1,15,0,4.17
2018,9,14,1,30,0,4.17
2018,9,14,1,45,0,4.17
2018,9,14,2,0,0,4.17
2018,9,14,2,15,0,4.17
2018,9,14,2,30,0,4.17
2018,9,14,2,45,0,4.17
2018,9,14,3,0,0,4.16
2018,9,14,3,15,0,4.16
2018,9,14,3,30,0,4.16
2018,9,14,3,45,0,4.16
2018,9,14,4,0,0,4.16
2018,9,14,4,15,0,4.17
2018,9,14,4,30,0,4.18
2018,9,14,4,45,0,4.19
2018,9,14,5,0,0,4.21
2018,9,14,5,15,0,4.23
2018,9,14,5,30,0,4.26
2018,9,14,5,45,0,4.29
2018,9,14,6,0,0,4.32
2018,9,14,6,15,0,4.34
2018,9,14,6,30,0,4.37
2018,9,14,6,45,0,4.39
2018,9,14,7,0,0,4.4
2018,9,14,7,15,0,4.39
2018,9,14,7,30,0,4.38
2018,9,14,7,45,0,4.36
2018,9,14,8,0,0,4.33
2018,9,14,8,15,0,4.29
2018,9,14,8,30,0,4.26
2018,9,14,8,45,0,4.24
2018,9,14,9,0,0,4.22
2018,9,14,9,15,0,4.21
2018,9,14,9,30,0,4.19
2018,9,14,9,45,0,4.18
2018,9,14,10,0,0,4.17
2018,9,14,10,15,0,4.17
2018,9,14,10,30,0,4.17
2018,9,14,10,45,0,4.17
2018,9,14,11,0,0,4.17
2018,9,14,11,15,0,4.17
2018,9,14,11,30,0,4.17
2018,9,14,11,45,0,4.17
2018,9,14,12,0,0,4.17
2018,9,14,12,15,0,4.17
2018,9,14,12,30,0,4.17
2018,9,14,12,45,0,4.17
2018,9,14,13,0,0,4.17
2018,9,14,13,15,0,4.17
2018,9,14,13,30,0,4.17
2018,9,14,13,45,0,4.17
2018,9,14,14,0,0,4.17
2018,9,14,14,15,0,4.17
2018,9,14,14,30,0,4.17
2018,9,14,14,45,0,4.18
2018,9,14,15,0,0,4.19
2018,9,14,15,15,0,4.21
2018,9,14,15,30,0,4.23
2018,9,14,15,45,0,4.27
2018,9,14,16,0,0,4.3
2018,9,14,16,15,0,4.35
2018,9,14,16,30,0,4.4
2018,9,14,16,45,0,4.46
2018,9,14,17,0,0,4.53
2018,9,14,17,15,0,4.59
2018,9,14,17,30,0,4.66
2018,9,14,17,45,0,4.72
2018,9,14,18,0,0,4.77
2018,9,14,18,15,0,4.81
2018,9,14,18,30,0,4.84
2018,9,14,18,45,0,4.87
2018,9,14,19,0,0,4.88
2018,9,14,19,15,0,4.87
2018,9,14,19,30,0,4.84
2018,9,14,19,45,0,4.8
2018,9,14,20,0,0,4.71
2018,9,14,20,15,0,4.55
2018,9,14,20,30,0,4.53
2018,9,14,20,45,0,4.5
2018,9,14,21,0,0,4.46
2018,9,14,21,15,0,4.43
2018,9,14,21,30,0,4.39
2018,9,14,21,45,0,4.36
2018,9,14,22,0,0,4.33
2018,9,14,22,15,0,4.3
2018,9,14,22,30,0,4.28
2018,9,14,22,45,0,4.25
2018,9,14,23,0,0,4.23
2018,9,14,23,15,0,4.21
2018,9,14,23,30,0,4.19
2018,9,14,23,45,0,4.18
2018,9,15,0,0,0,4.18
2018,9,15,0,15,0,4.17
2018,9,15,0,30,0,4.17
2018,9,15,0,45,0,4.17
2018,9,15,1,0,0,4.17
2018,9,15,1,15,0,4.17
2018,9,15,1,30,0,4.17
2018,9,15,1,45,0,4.17
2018,9,15,2,0,0,4.17
2018,9,15,2,15,0,4.17
2018,9,15,2,30,0,4.17
2018,9,15,2,45,0,4.17
2018,9,15,3,0,0,4.17
2018,9,15,3,15,0,4.17
2018,9,15,3,30,0,4.17
2018,9,15,3,45,0,4.17
2018,9,15,4,0,0,4.17
2018,9,15,4,15,0,4.17
2018,9,15,4,30,0,4.18
2018,9,15,4,45,0,4.19
2018,9,15,5,0,0,4.2
2018,9,15,5,15,0,4.21
2018,9,15,5,30,0,4.23
2018,9,15,5,45,0,4.26
2018,9,15,6,0,0,4.28
2018,9,15,6,15,0,4.31
2018,9,15,6,30,0,4.35
2018,9,15,6,45,0,4.38
2018,9,15,7,0,0,4.42
2018,9,15,7,15,0,4.45
2018,9,15,7,30,0,4.49
2018,9,15,7,45,0,4.51
2018,9,15,8,0,0,4.54
2018,9,15,8,15,0,4.55
2018,9,15,8,30,0,4.55
2018,9,15,8,45,0,4.54
2018,9,15,9,0,0,4.52
2018,9,15,9,15,0,4.49
2018,9,15,9,30,0,4.45
2018,9,15,9,45,0,4.4
2018,9,15,10,0,0,4.35
2018,9,15,10,15,0,4.32
2018,9,15,10,30,0,4.3
2018,9,15,10,45,0,4.28
2018,9,15,11,0,0,4.26
2018,9,15,11,15,0,4.25
2018,9,15,11,30,0,4.23
2018,9,15,11,45,0,4.22
2018,9,15,12,0,0,4.21
2018,9,15,12,15,0,4.2
2018,9,15,12,30,0,4.19
2018,9,15,12,45,0,4.19
2018,9,15,13,0,0,4.19
2018,9,15,13,15,0,4.19
2018,9,15,13,30,0,4.19
2018,9,15,13,45,0,4.19
2018,9,15,14,0,0,4.2
2018,9,15,14,15,0,4.23
2018,9,15,14,30,0,4.23
2018,9,15,14,45,0,4.25
2018,9,15,15,0,0,4.26
2018,9,15,15,15,0,4.28
2018,9,15,15,30,0,4.31
2018,9,15,15,45,0,4.35
2018,9,15,16,0,0,4.4
2018,9,15,16,15,0,4.44
2018,9,15,16,30,0,4.48
2018,9,15,16,45,0,4.53
2018,9,15,17,0,0,4.58
2018,9,15,17,15,0,4.64
2018,9,15,17,30,0,4.7
2018,9,15,17,45,0,4.75
2018,9,15,18,0,0,4.81
2018,9,15,18,15,0,4.86
2018,9,15,18,30,0,4.92
2018,9,15,18,45,0,4.98
2018,9,15,19,0,0,5.02
2018,9,15,19,15,0,5.06
2018,9,15,19,30,0,5.07
2018,9,15,19,45,0,5.07
2018,9,15,20,0,0,5.05
2018,9,15,20,15,0,5.01
2018,9,15,20,30,0,4.96
2018,9,15,20,45,0,4.85
2018,9,15,21,0,0,4.73
2018,9,15,21,15,0,4.68
2018,9,15,21,30,0,4.65
2018,9,15,21,45,0,4.61
2018,9,15,22,0,0,4.58
2018,9,15,22,15,0,4.53
2018,9,15,22,30,0,4.49
2018,9,15,22,45,0,4.45
2018,9,15,23,0,0,4.42
2018,9,15,23,15,0,4.39
2018,9,15,23,30,0,4.35
2018,9,15,23,45,0,4.32
2018,9,16,0,0,0,4.29
2018,9,16,0,15,0,4.26
2018,9,16,0,30,0,4.24
2018,9,16,0,45,0,4.22
2018,9,16,1,0,0,4.21
2018,9,16,1,15,0,4.2
2018,9,16,1,30,0,4.19
2018,9,16,1,45,0,4.18
2018,9,16,2,0,0,4.17
2018,9,16,2,15,0,4.17
2018,9,16,2,30,0,4.17
2018,9,16,2,45,0,4.17
2018,9,16,3,0,0,4.17
2018,9,16,3,15,0,4.17
2018,9,16,3,30,0,4.17
2018,9,16,3,45,0,4.17
2018,9,16,4,0,0,4.17
2018,9,16,4,15,0,4.17
2018,9,16,4,30,0,4.17
2018,9,16,4,45,0,4.17
2018,9,16,5,0,0,4.18
2018,9,16,5,15,0,4.18
2018,9,16,5,30,0,4.19
2018,9,16,5,45,0,4.21
2018,9,16,6,0,0,4.22
2018,9,16,6,15,0,4.24
2018,9,16,6,30,0,4.26
2018,9,16,6,45,0,4.28
2018,9,16,7,0,0,4.3
2018,9,16,7,15,0,4.33
2018,9,16,7,30,0,4.36
2018,9,16,7,45,0,4.39
2018,9,16,8,0,0,4.43
2018,9,16,8,15,0,4.46
2018,9,16,8,30,0,4.49
2018,9,16,8,45,0,4.52
2018,9,16,9,0,0,4.54
2018,9,16,9,15,0,4.56
2018,9,16,9,30,0,4.57
2018,9,16,9,45,0,4.57
2018,9,16,10,0,0,4.56
2018,9,16,10,15,0,4.54
2018,9,16,10,30,0,4.52
2018,9,16,10,45,0,4.5
2018,9,16,11,0,0,4.43
2018,9,16,11,15,0,4.39
2018,9,16,11,30,0,4.35
2018,9,16,11,45,0,4.33
2018,9,16,12,0,0,4.31
2018,9,16,12,15,0,4.3
2018,9,16,12,30,0,4.28
2018,9,16,12,45,0,4.27
2018,9,16,13,0,0,4.25
2018,9,16,13,15,0,4.24
2018,9,16,13,30,0,4.23
2018,9,16,13,45,0,4.23
2018,9,16,14,0,0,4.22
2018,9,16,14,15,0,4.22
2018,9,16,14,30,0,4.22
2018,9,16,14,45,0,4.23
2018,9,16,15,0,0,4.23
2018,9,16,15,15,0,4.24
2018,9,16,15,30,0,4.26
2018,9,16,15,45,0,4.28
2018,9,16,16,0,0,4.3
2018,9,16,16,15,0,4.34
2018,9,16,16,30,0,4.38
2018,9,16,16,45,0,4.41
2018,9,16,17,0,0,4.46
2018,9,16,17,15,0,4.51
2018,9,16,17,30,0,4.56
2018,9,16,17,45,0,4.61
2018,9,16,18,0,0,4.67
2018,9,16,18,15,0,4.72
2018,9,16,18,30,0,4.77
2018,9,16,18,45,0,4.81
2018,9,16,19,0,0,4.86
2018,9,16,19,15,0,4.9
2018,9,16,19,30,0,4.94
2018,9,16,19,45,0,4.98
2018,9,16,20,0,0,5
2018,9,16,20,15,0,5.02
2018,9,16,20,30,0,5.03
2018,9,16,20,45,0,5.02
2018,9,16,21,0,0,4.99
2018,9,16,21,15,0,4.96
2018,9,16,21,30,0,4.89
2018,9,16,21,45,0,4.77
2018,9,16,22,0,0,4.74
2018,9,16,22,15,0,4.72
2018,9,16,22,30,0,4.68
2018,9,16,22,45,0,4.64
2018,9,16,23,0,0,4.59
2018,9,16,23,15,0,4.52
2018,9,16,23,30,0,4.48
2018,9,16,23,45,0,4.45
2018,9,17,0,0,0,4.41
2018,9,17,0,15,0,4.38
2018,9,17,0,30,0,4.35
2018,9,17,0,45,0,4.32
2018,9,17,1,0,0,4.3
2018,9,17,1,15,0,4.27
2018,9,17,1,30,0,4.25
2018,9,17,1,45,0,4.23
2018,9,17,2,0,0,4.22
2018,9,17,2,15,0,4.2
2018,9,17,2,30,0,4.19
2018,9,17,2,45,0,4.18
2018,9,17,3,0,0,4.18
2018,9,17,3,15,0,4.18
2018,9,17,3,30,0,4.17
2018,9,17,3,45,0,4.17
2018,9,17,4,0,0,4.17
2018,9,17,4,15,0,4.17
2018,9,17,4,30,0,4.17
2018,9,17,4,45,0,4.17
2018,9,17,5,0,0,4.17
2018,9,17,5,15,0,4.17
2018,9,17,5,30,0,4.18
2018,9,17,5,45,0,4.18
2018,9,17,6,0,0,4.18
2018,9,17,6,15,0,4.19
2018,9,17,6,30,0,4.2
2018,9,17,6,45,0,4.21
2018,9,17,7,0,0,4.23
2018,9,17,7,15,0,4.25
2018,9,17,7,30,0,4.27
2018,9,17,7,45,0,4.29
2018,9,17,8,0,0,4.31
2018,9,17,8,15,0,4.34
2018,9,17,8,30,0,4.38
2018,9,17,8,45,0,4.41
2018,9,17,9,0,0,4.45
2018,9,17,9,15,0,4.49
2018,9,17,9,30,0,4.53
2018,9,17,9,45,0,4.57
2018,9,17,10,0,0,4.6
2018,9,17,10,15,0,4.63
2018,9,17,10,30,0,4.66
2018,9,17,10,45,0,4.68
2018,9,17,11,0,0,4.7
2018,9,17,11,15,0,4.71
2018,9,17,11,30,0,4.71
2018,9,17,11,45,0,4.7
2018,9,17,12,0,0,4.68
2018,9,17,12,15,0,4.65
2018,9,17,12,30,0,4.61
2018,9,17,12,45,0,4.55
2018,9,17,13,0,0,4.48
2018,9,17,13,15,0,4.44
2018,9,17,13,30,0,4.4
2018,9,17,13,45,0,4.38
2018,9,17,14,0,0,4.37
2018,9,17,14,15,0,4.36
2018,9,17,14,30,0,4.34
2018,9,17,14,45,0,4.33
2018,9,17,15,0,0,4.32
2018,9,17,15,15,0,4.31
2018,9,17,15,30,0,4.31
2018,9,17,15,45,0,4.33
2018,9,17,16,0,0,4.34
2018,9,17,16,15,0,4.34
2018,9,17,16,30,0,4.36
2018,9,17,16,45,0,4.37
2018,9,17,17,0,0,4.39
2018,9,17,17,15,0,4.43
2018,9,17,17,30,0,4.47
2018,9,17,17,45,0,4.51
2018,9,17,18,0,0,4.54
2018,9,17,18,15,0,4.58
2018,9,17,18,30,0,4.63
2018,9,17,18,45,0,4.68
2018,9,17,19,0,0,4.73
2018,9,17,19,15,0,4.77
2018,9,17,19,30,0,4.8
2018,9,17,19,45,0,4.84
2018,9,17,20,0,0,4.88
2018,9,17,20,15,0,4.92
2018,9,17,20,30,0,4.97
2018,9,17,20,45,0,5
2018,9,17,21,0,0,5.03
2018,9,17,21,15,0,5.05
2018,9,17,21,30,0,5.06
2018,9,17,21,45,0,5.06
2018,9,17,22,0,0,5.03
2018,9,17,22,15,0,5
2018,9,17,22,30,0,4.95
2018,9,17,22,45,0,4.83
2018,9,17,23,0,0,4.74
2018,9,17,23,15,0,4.72
2018,9,17,23,30,0,4.69
2018,9,17,23,45,0,4.66
2018,9,18,0,0,0,4.62
2018,9,18,0,15,0,4.57
2018,9,18,0,30,0,4.53
2018,9,18,0,45,0,4.49
2018,9,18,1,0,0,4.46
2018,9,18,1,15,0,4.43
2018,9,18,1,30,0,4.4
2018,9,18,1,45,0,4.37
2018,9,18,2,0,0,4.34
2018,9,18,2,15,0,4.31
2018,9,18,2,30,0,4.29
2018,9,18,2,45,0,4.27
2018,9,18,3,0,0,4.24
2018,9,18,3,15,0,4.22
2018,9,18,3,30,0,4.2
2018,9,18,3,45,0,4.19
2018,9,18,4,0,0,4.19
2018,9,18,4,15,0,4.18
2018,9,18,4,30,0,4.18
2018,9,18,4,45,0,4.18
2018,9,18,5,0,0,4.18
2018,9,18,5,15,0,4.18
2018,9,18,5,30,0,4.18
2018,9,18,5,45,0,4.18
2018,9,18,6,0,0,4.18
2018,9,18,6,15,0,4.18
2018,9,18,6,30,0,4.18
2018,9,18,6,45,0,4.18
2018,9,18,7,0,0,4.18
2018,9,18,7,15,0,4.19
2018,9,18,7,30,0,4.21
2018,9,18,7,45,0,4.23
2018,9,18,8,0,0,4.25
2018,9,18,8,15,0,4.27
2018,9,18,8,30,0,4.29
2018,9,18,8,45,0,4.32
2018,9,18,9,0,0,4.35
2018,9,18,9,15,0,4.38
2018,9,18,9,30,0,4.41
2018,9,18,9,45,0,4.45
2018,9,18,10,0,0,4.49
2018,9,18,10,15,0,4.53
2018,9,18,10,30,0,4.57
2018,9,18,10,45,0,4.61
2018,9,18,11,0,0,4.65
2018,9,18,11,15,0,4.7
2018,9,18,11,30,0,4.73
2018,9,18,11,45,0,4.76
2018,9,18,12,0,0,4.79
2018,9,18,12,15,0,4.8
2018,9,18,12,30,0,4.81
2018,9,18,12,45,0,4.81
2018,9,18,13,0,0,4.79
2018,9,18,13,15,0,4.77
2018,9,18,13,30,0,4.74
2018,9,18,13,45,0,4.67
2018,9,18,14,0,0,4.58
2018,9,18,14,15,0,4.53
2018,9,18,14,30,0,4.49
2018,9,18,14,45,0,4.46
2018,9,18,15,0,0,4.43
2018,9,18,15,15,0,4.41
2018,9,18,15,30,0,4.39
2018,9,18,15,45,0,4.38
2018,9,18,16,0,0,4.37
2018,9,18,16,15,0,4.36
2018,9,18,16,30,0,4.35
2018,9,18,16,45,0,4.34
2018,9,18,17,0,0,4.35
2018,9,18,17,15,0,4.35
2018,9,18,17,30,0,4.36
2018,9,18,17,45,0,4.38
2018,9,18,18,0,0,4.4
2018,9,18,18,15,0,4.42
2018,9,18,18,30,0,4.46
2018,9,18,18,45,0,4.51
2018,9,18,19,0,0,4.55
2018,9,18,19,15,0,4.59
2018,9,18,19,30,0,4.63
2018,9,18,19,45,0,4.69
2018,9,18,20,0,0,4.75
2018,9,18,20,15,0,4.8
2018,9,18,20,30,0,4.85
2018,9,18,20,45,0,4.89
2018,9,18,21,0,0,4.94
2018,9,18,21,15,0,4.98
2018,9,18,21,30,0,5.02
2018,9,18,21,45,0,5.06
2018,9,18,22,0,0,5.09
2018,9,18,22,15,0,5.11
2018,9,18,22,30,0,5.13
2018,9,18,22,45,0,5.13
2018,9,18,23,0,0,5.12
2018,9,18,23,15,0,5.09
2018,9,18,23,30,0,5.06
2018,9,18,23,45,0,4.98
2018,9,19,0,0,0,4.88
2018,9,19,0,15,0,4.82
2018,9,19,0,30,0,4.78
2018,9,19,0,45,0,4.74
2018,9,19,1,0,0,4.7
2018,9,19,1,15,0,4.65
2018,9,19,1,30,0,4.6
2018,9,19,1,45,0,4.56
2018,9,19,2,0,0,4.53
2018,9,19,2,15,0,4.49
2018,9,19,2,30,0,4.46
2018,9,19,2,45,0,4.42
2018,9,19,3,0,0,4.39
2018,9,19,3,15,0,4.36
2018,9,19,3,30,0,4.34
2018,9,19,3,45,0,4.31
2018,9,19,4,0,0,4.28
2018,9,19,4,15,0,4.25
2018,9,19,4,30,0,4.22
2018,9,19,4,45,0,4.21
2018,9,19,5,0,0,4.2
2018,9,19,5,15,0,4.19
2018,9,19,5,30,0,4.19
2018,9,19,5,45,0,4.19
2018,9,19,6,0,0,4.19
2018,9,19,6,15,0,4.19
2018,9,19,6,30,0,4.19
2018,9,19,6,45,0,4.19
2018,9,19,7,0,0,4.19
2018,9,19,7,15,0,4.19
2018,9,19,7,30,0,4.19
2018,9,19,7,45,0,4.19
2018,9,19,8,0,0,4.2
2018,9,19,8,15,0,4.22
2018,9,19,8,30,0,4.24
2018,9,19,8,45,0,4.27
2018,9,19,9,0,0,4.3
2018,9,19,9,15,0,4.33
2018,9,19,9,30,0,4.36
2018,9,19,9,45,0,4.38
2018,9,19,10,0,0,4.42
2018,9,19,10,15,0,4.45
2018,9,19,10,30,0,4.5
2018,9,19,10,45,0,4.54
2018,9,19,11,0,0,4.59
2018,9,19,11,15,0,4.63
2018,9,19,11,30,0,4.68
2018,9,19,11,45,0,4.73
2018,9,19,12,0,0,4.78
2018,9,19,12,15,0,4.82
2018,9,19,12,30,0,4.85
2018,9,19,12,45,0,4.87
2018,9,19,13,0,0,4.88
2018,9,19,13,15,0,4.89
2018,9,19,13,30,0,4.88
2018,9,19,13,45,0,4.87
2018,9,19,14,0,0,4.85
2018,9,19,14,15,0,4.83
2018,9,19,14,30,0,4.73
2018,9,19,14,45,0,4.6
2018,9,19,15,0,0,4.57
2018,9,19,15,15,0,4.55
2018,9,19,15,30,0,4.52
2018,9,19,15,45,0,4.49
2018,9,19,16,0,0,4.46
2018,9,19,16,15,0,4.44
2018,9,19,16,30,0,4.42
2018,9,19,16,45,0,4.4
2018,9,19,17,0,0,4.39
2018,9,19,17,15,0,4.38
2018,9,19,17,30,0,4.37
2018,9,19,17,45,0,4.36
2018,9,19,18,0,0,4.36
2018,9,19,18,15,0,4.36
2018,9,19,18,30,0,4.37
2018,9,19,18,45,0,4.38
2018,9,19,19,0,0,4.4
2018,9,19,19,15,0,4.42
2018,9,19,19,30,0,4.45
2018,9,19,19,45,0,4.51
2018,9,19,20,0,0,4.56
2018,9,19,20,15,0,4.6
2018,9,19,20,30,0,4.64
2018,9,19,20,45,0,4.7
2018,9,19,21,0,0,4.76
2018,9,19,21,15,0,4.81
2018,9,19,21,30,0,4.86
2018,9,19,21,45,0,4.92
2018,9,19,22,0,0,4.98
2018,9,19,22,15,0,5.03
2018,9,19,22,30,0,5.08
2018,9,19,22,45,0,5.11
2018,9,19,23,0,0,5.15
2018,9,19,23,15,0,5.17
2018,9,19,23,30,0,5.18
2018,9,19,23,45,0,5.18
2018,9,20,0,0,0,5.17
2018,9,20,0,15,0,5.14
2018,9,20,0,30,0,5.1
2018,9,20,0,45,0,4.88
2018,9,20,1,0,0,4.79
2018,9,20,1,15,0,4.76
2018,9,20,1,30,0,4.71
2018,9,20,1,45,0,4.66
2018,9,20,2,0,0,4.62
2018,9,20,2,15,0,4.65
2018,9,20,2,30,0,4.6
2018,9,20,2,45,0,4.57
2018,9,20,3,0,0,4.53
2018,9,20,3,15,0,4.5
2018,9,20,3,30,0,4.47
2018,9,20,3,45,0,4.44
2018,9,20,4,0,0,4.41
2018,9,20,4,15,0,4.38
2018,9,20,4,30,0,4.35
2018,9,20,4,45,0,4.31
2018,9,20,5,0,0,4.28
2018,9,20,5,15,0,4.25
2018,9,20,5,30,0,4.23
2018,9,20,5,45,0,4.21
2018,9,20,6,0,0,4.2
2018,9,20,6,15,0,4.2
2018,9,20,6,30,0,4.2
2018,9,20,6,45,0,4.2
2018,9,20,7,0,0,4.2
2018,9,20,7,15,0,4.2
2018,9,20,7,30,0,4.2
2018,9,20,7,45,0,4.2
2018,9,20,8,0,0,4.2
2018,9,20,8,15,0,4.2
2018,9,20,8,30,0,4.2
2018,9,20,8,45,0,4.22
2018,9,20,9,0,0,4.24
2018,9,20,9,15,0,4.28
2018,9,20,9,30,0,4.31
2018,9,20,9,45,0,4.35
2018,9,20,10,0,0,4.38
2018,9,20,10,15,0,4.42
2018,9,20,10,30,0,4.45
2018,9,20,10,45,0,4.49
2018,9,20,11,0,0,4.53
2018,9,20,11,15,0,4.58
2018,9,20,11,30,0,4.63
2018,9,20,11,45,0,4.69
2018,9,20,12,0,0,4.75
2018,9,20,12,15,0,4.81
2018,9,20,12,30,0,4.87
2018,9,20,12,45,0,4.92
2018,9,20,13,0,0,4.96
2018,9,20,13,15,0,5
2018,9,20,13,30,0,5.03
2018,9,20,13,45,0,5.05
2018,9,20,14,0,0,5.05
2018,9,20,14,15,0,5.04
2018,9,20,14,30,0,5.02
2018,9,20,14,45,0,4.99
2018,9,20,15,0,0,4.79
2018,9,20,15,15,0,4.65
2018,9,20,15,30,0,4.64
2018,9,20,15,45,0,4.65
2018,9,20,16,0,0,4.61
2018,9,20,16,15,0,4.58
2018,9,20,16,30,0,4.53
2018,9,20,16,45,0,4.5
2018,9,20,17,0,0,4.49
2018,9,20,17,15,0,4.47
2018,9,20,17,30,0,4.45
2018,9,20,17,45,0,4.44
2018,9,20,18,0,0,4.42
2018,9,20,18,15,0,4.41
2018,9,20,18,30,0,4.4
2018,9,20,18,45,0,4.39
2018,9,20,19,0,0,4.39
2018,9,20,19,15,0,4.4
2018,9,20,19,30,0,4.41
2018,9,20,19,45,0,4.43
2018,9,20,20,0,0,4.45
2018,9,20,20,15,0,4.47
2018,9,20,20,30,0,4.52
2018,9,20,20,45,0,4.59
2018,9,20,21,0,0,4.65
2018,9,20,21,15,0,4.71
2018,9,20,21,30,0,4.78
2018,9,20,21,45,0,4.84
2018,9,20,22,0,0,4.91
2018,9,20,22,15,0,4.98
2018,9,20,22,30,0,5.05
2018,9,20,22,45,0,5.11
2018,9,20,23,0,0,5.16
2018,9,20,23,15,0,5.21
2018,9,20,23,30,0,5.26
2018,9,20,23,45,0,5.3
2018,9,21,0,0,0,5.34
2018,9,21,0,15,0,5.36
2018,9,21,0,30,0,5.37
2018,9,21,0,45,0,5.36
2018,9,21,1,0,0,5.33
2018,9,21,1,15,0,5.28
2018,9,21,1,30,0,5.07
2018,9,21,1,45,0,4.93
2018,9,21,2,0,0,4.91
2018,9,21,2,15,0,4.86
2018,9,21,2,30,0,4.79
2018,9,21,2,45,0,4.72
