Year,Month,Day,Hour,Minute,Second,salinity
2018,8,4,0,45,0,5.69
2018,8,4,1,0,0,5.56
2018,8,4,1,15,0,5.44
2018,8,4,1,30,0,5.32
2018,8,4,1,45,0,5.21
2018,8,4,2,0,0,5.11
2018,8,4,2,15,0,5.02
2018,8,4,2,30,0,4.93
2018,8,4,2,45,0,4.86
2018,8,4,3,0,0,4.8
2018,8,4,3,15,0,4.77
2018,8,4,3,30,0,4.77
2018,8,4,3,45,0,4.78
2018,8,4,4,0,0,4.83
2018,8,4,4,15,0,4.9
2018,8,4,4,30,0,4.98
2018,8,4,4,45,0,5.07
2018,8,4,5,0,0,5.21
2018,8,4,5,15,0,5.36
2018,8,4,5,30,0,5.51
2018,8,4,5,45,0,5.64
2018,8,4,6,0,0,5.75
2018,8,4,6,15,0,5.85
2018,8,4,6,30,0,5.93
2018,8,4,6,45,0,5.99
2018,8,4,7,0,0,6.03
2018,8,4,7,15,0,6.05
2018,8,4,7,30,0,6.07
2018,8,4,7,45,0,6.06
2018,8,4,8,0,0,6.04
2018,8,4,8,15,0,6
2018,8,4,8,30,0,5.91
2018,8,4,8,45,0,5.67
2018,8,4,9,0,0,5.52
2018,8,4,9,15,0,5.41
2018,8,4,9,30,0,5.33
2018,8,4,9,45,0,5.21
2018,8,4,10,0,0,5.09
2018,8,4,10,15,0,4.96
2018,8,4,10,30,0,4.87
2018,8,4,10,45,0,4.77
2018,8,4,11,0,0,4.67
2018,8,4,11,15,0,4.57
2018,8,4,11,30,0,4.47
2018,8,4,11,45,0,4.38
2018,8,4,12,0,0,4.29
2018,8,4,12,15,0,4.18
2018,8,4,12,30,0,4.08
2018,8,4,12,45,0,4.01
2018,8,4,13,0,0,3.94
2018,8,4,13,15,0,3.88
2018,8,4,13,30,0,3.83
2018,8,4,13,45,0,3.81
2018,8,4,14,0,0,3.79
2018,8,4,14,15,0,3.79
2018,8,4,14,30,0,3.81
2018,8,4,14,45,0,3.86
2018,8,4,15,0,0,3.92
2018,8,4,15,15,0,3.99
2018,8,4,15,30,0,4.07
2018,8,4,15,45,0,4.19
2018,8,4,16,0,0,4.31
2018,8,4,16,15,0,4.46
2018,8,4,16,30,0,4.63
2018,8,4,16,45,0,4.79
2018,8,4,17,0,0,4.96
2018,8,4,17,15,0,5.08
2018,8,4,17,30,0,5.18
2018,8,4,17,45,0,5.28
2018,8,4,18,0,0,5.37
2018,8,4,18,15,0,5.45
2018,8,4,18,30,0,5.52
2018,8,4,18,45,0,5.58
2018,8,4,19,0,0,5.64
2018,8,4,19,15,0,5.68
2018,8,4,19,30,0,5.72
2018,8,4,19,45,0,5.74
2018,8,4,20,0,0,5.74
2018,8,4,20,15,0,5.73
2018,8,4,20,30,0,5.69
2018,8,4,20,45,0,5.64
2018,8,4,21,0,0,5.56
2018,8,4,21,15,0,5.43
2018,8,4,21,30,0,5.31
2018,8,4,21,45,0,5.2
2018,8,4,22,0,0,5.08
2018,8,4,22,15,0,4.88
2018,8,4,22,30,0,4.69
2018,8,4,22,45,0,4.56
2018,8,4,23,0,0,4.44
2018,8,4,23,15,0,4.31
2018,8,4,23,30,0,4.2
2018,8,4,23,45,0,4.09
2018,8,5,0,0,0,4
2018,8,5,0,15,0,3.91
2018,8,5,0,30,0,3.82
2018,8,5,0,45,0,3.74
2018,8,5,1,0,0,3.66
2018,8,5,1,15,0,3.57
2018,8,5,1,30,0,3.5
2018,8,5,1,45,0,3.44
2018,8,5,2,0,0,3.39
2018,8,5,2,15,0,3.34
2018,8,5,2,30,0,3.3
2018,8,5,2,45,0,3.26
2018,8,5,3,0,0,3.2
2018,8,5,3,15,0,3.12
2018,8,5,3,30,0,3.05
2018,8,5,3,45,0,2.98
2018,8,5,4,0,0,2.93
2018,8,5,4,15,0,2.89
2018,8,5,4,30,0,2.87
2018,8,5,4,45,0,2.88
2018,8,5,5,0,0,2.92
2018,8,5,5,15,0,2.97
2018,8,5,5,30,0,3.04
2018,8,5,5,45,0,3.11
2018,8,5,6,0,0,3.18
2018,8,5,6,15,0,3.24
2018,8,5,6,30,0,3.29
2018,8,5,6,45,0,3.34
2018,8,5,7,0,0,3.4
2018,8,5,7,15,0,3.48
2018,8,5,7,30,0,3.55
2018,8,5,7,45,0,3.62
2018,8,5,8,0,0,3.67
2018,8,5,8,15,0,3.71
2018,8,5,8,30,0,3.75
2018,8,5,8,45,0,3.77
2018,8,5,9,0,0,3.78
2018,8,5,9,15,0,3.78
2018,8,5,9,30,0,3.75
2018,8,5,9,45,0,3.7
2018,8,5,10,0,0,3.64
2018,8,5,10,15,0,3.54
2018,8,5,10,30,0,3.42
2018,8,5,10,45,0,3.34
2018,8,5,11,0,0,3.27
2018,8,5,11,15,0,3.19
2018,8,5,11,30,0,3.1
2018,8,5,11,45,0,3.01
2018,8,5,12,0,0,2.93
2018,8,5,12,15,0,2.86
2018,8,5,12,30,0,2.79
2018,8,5,12,45,0,2.71
2018,8,5,13,0,0,2.65
2018,8,5,13,15,0,2.58
2018,8,5,13,30,0,2.53
2018,8,5,13,45,0,2.48
2018,8,5,14,0,0,2.43
2018,8,5,14,15,0,2.39
2018,8,5,14,30,0,2.36
2018,8,5,14,45,0,2.33
2018,8,5,15,0,0,2.32
2018,8,5,15,15,0,2.32
2018,8,5,15,30,0,2.33
2018,8,5,15,45,0,2.35
2018,8,5,16,0,0,2.39
2018,8,5,16,15,0,2.44
2018,8,5,16,30,0,2.51
2018,8,5,16,45,0,2.6
2018,8,5,17,0,0,2.7
2018,8,5,17,15,0,2.78
2018,8,5,17,30,0,2.89
2018,8,5,17,45,0,3
2018,8,5,18,0,0,3.1
2018,8,5,18,15,0,3.18
2018,8,5,18,30,0,3.26
2018,8,5,18,45,0,3.34
2018,8,5,19,0,0,3.43
2018,8,5,19,15,0,3.51
2018,8,5,19,30,0,3.58
2018,8,5,19,45,0,3.64
2018,8,5,20,0,0,3.69
2018,8,5,20,15,0,3.73
2018,8,5,20,30,0,3.75
2018,8,5,20,45,0,3.76
2018,8,5,21,0,0,3.76
2018,8,5,21,15,0,3.73
2018,8,5,21,30,0,3.69
2018,8,5,21,45,0,3.62
2018,8,5,22,0,0,3.48
2018,8,5,22,15,0,3.34
2018,8,5,22,30,0,3.26
2018,8,5,22,45,0,3.17
2018,8,5,23,0,0,3.05
2018,8,5,23,15,0,2.92
2018,8,5,23,30,0,2.83
2018,8,5,23,45,0,2.74
2018,8,6,0,0,0,2.67
2018,8,6,0,15,0,2.6
2018,8,6,0,30,0,2.54
2018,8,6,0,45,0,2.48
2018,8,6,1,0,0,2.42
2018,8,6,1,15,0,2.37
2018,8,6,1,30,0,2.34
2018,8,6,1,45,0,2.31
2018,8,6,2,0,0,2.29
2018,8,6,2,15,0,2.27
2018,8,6,2,30,0,2.26
2018,8,6,2,45,0,2.26
2018,8,6,3,0,0,2.25
2018,8,6,3,15,0,2.25
2018,8,6,3,30,0,2.23
2018,8,6,3,45,0,2.21
2018,8,6,4,0,0,2.19
2018,8,6,4,15,0,2.18
2018,8,6,4,30,0,2.16
2018,8,6,4,45,0,2.14
2018,8,6,5,0,0,2.12
2018,8,6,5,15,0,2.1
2018,8,6,5,30,0,2.07
2018,8,6,5,45,0,2.06
2018,8,6,6,0,0,2.05
2018,8,6,6,15,0,2.06
2018,8,6,6,30,0,2.07
2018,8,6,6,45,0,2.09
2018,8,6,7,0,0,2.11
2018,8,6,7,15,0,2.13
2018,8,6,7,30,0,2.15
2018,8,6,7,45,0,2.17
2018,8,6,8,0,0,2.18
2018,8,6,8,15,0,2.21
2018,8,6,8,30,0,2.23
2018,8,6,8,45,0,2.25
2018,8,6,9,0,0,2.26
2018,8,6,9,15,0,2.27
2018,8,6,9,30,0,2.28
2018,8,6,9,45,0,2.29
2018,8,6,10,0,0,2.29
2018,8,6,10,15,0,2.3
2018,8,6,10,30,0,2.31
2018,8,6,10,45,0,2.31
2018,8,6,11,0,0,2.31
2018,8,6,11,15,0,2.3
2018,8,6,11,30,0,2.3
2018,8,6,11,45,0,2.29
2018,8,6,12,0,0,2.27
2018,8,6,12,15,0,2.25
2018,8,6,12,30,0,2.22
2018,8,6,12,45,0,2.18
2018,8,6,13,0,0,2.15
2018,8,6,13,15,0,2.13
2018,8,6,13,30,0,2.1
2018,8,6,13,45,0,2.09
2018,8,6,14,0,0,2.07
2018,8,6,14,15,0,2.05
2018,8,6,14,30,0,2.03
2018,8,6,14,45,0,2.01
2018,8,6,15,0,0,1.99
2018,8,6,15,15,0,1.98
2018,8,6,15,30,0,1.96
2018,8,6,15,45,0,1.95
2018,8,6,16,0,0,1.95
2018,8,6,16,15,0,1.96
2018,8,6,16,30,0,1.96
2018,8,6,16,45,0,1.96
2018,8,6,17,0,0,1.98
2018,8,6,17,15,0,1.99
2018,8,6,17,30,0,2.01
2018,8,6,17,45,0,2.04
2018,8,6,18,0,0,2.07
2018,8,6,18,15,0,2.11
2018,8,6,18,30,0,2.14
2018,8,6,18,45,0,2.17
2018,8,6,19,0,0,2.2
2018,8,6,19,15,0,2.23
2018,8,6,19,30,0,2.25
2018,8,6,19,45,0,2.27
2018,8,6,20,0,0,2.28
2018,8,6,20,15,0,2.3
2018,8,6,20,30,0,2.31
2018,8,6,20,45,0,2.32
2018,8,6,21,0,0,2.33
2018,8,6,21,15,0,2.34
2018,8,6,21,30,0,2.35
2018,8,6,21,45,0,2.35
2018,8,6,22,0,0,2.34
2018,8,6,22,15,0,2.33
2018,8,6,22,30,0,2.32
2018,8,6,22,45,0,2.3
2018,8,6,23,0,0,2.29
2018,8,6,23,15,0,2.26
2018,8,6,23,30,0,2.24
2018,8,6,23,45,0,2.21
2018,8,7,0,0,0,2.18
2018,8,7,0,15,0,2.14
2018,8,7,0,30,0,2.1
2018,8,7,0,45,0,2.06
2018,8,7,1,0,0,2.03
2018,8,7,1,15,0,2
2018,8,7,1,30,0,1.97
2018,8,7,1,45,0,1.94
2018,8,7,2,0,0,1.93
2018,8,7,2,15,0,1.93
2018,8,7,2,30,0,1.94
2018,8,7,2,45,0,1.96
2018,8,7,3,0,0,2
2018,8,7,3,15,0,2.04
2018,8,7,3,30,0,2.08
2018,8,7,3,45,0,2.12
2018,8,7,4,0,0,2.15
2018,8,7,4,15,0,2.17
2018,8,7,4,30,0,2.19
2018,8,7,4,45,0,2.19
2018,8,7,5,0,0,2.19
2018,8,7,5,15,0,2.19
2018,8,7,5,30,0,2.17
2018,8,7,5,45,0,2.14
2018,8,7,6,0,0,2.12
2018,8,7,6,15,0,2.09
2018,8,7,6,30,0,2.07
2018,8,7,6,45,0,2.06
2018,8,7,7,0,0,2.05
2018,8,7,7,15,0,2.05
2018,8,7,7,30,0,2.07
2018,8,7,7,45,0,2.08
2018,8,7,8,0,0,2.11
2018,8,7,8,15,0,2.14
2018,8,7,8,30,0,2.16
2018,8,7,8,45,0,2.18
2018,8,7,9,0,0,2.19
2018,8,7,9,15,0,2.19
2018,8,7,9,30,0,2.18
2018,8,7,9,45,0,2.16
2018,8,7,10,0,0,2.14
2018,8,7,10,15,0,2.12
2018,8,7,10,30,0,2.09
2018,8,7,10,45,0,2.06
2018,8,7,11,0,0,2.04
2018,8,7,11,15,0,2.02
2018,8,7,11,30,0,2
2018,8,7,11,45,0,2
2018,8,7,12,0,0,1.99
2018,8,7,12,15,0,1.99
2018,8,7,12,30,0,2
2018,8,7,12,45,0,2
2018,8,7,13,0,0,2.02
2018,8,7,13,15,0,2.04
2018,8,7,13,30,0,2.07
2018,8,7,13,45,0,2.11
2018,8,7,14,0,0,2.15
2018,8,7,14,15,0,2.17
2018,8,7,14,30,0,2.17
2018,8,7,14,45,0,2.17
2018,8,7,15,0,0,2.15
2018,8,7,15,15,0,2.13
2018,8,7,15,30,0,2.12
2018,8,7,15,45,0,2.1
2018,8,7,16,0,0,2.09
2018,8,7,16,15,0,2.07
2018,8,7,16,30,0,2.06
2018,8,7,16,45,0,2.05
2018,8,7,17,0,0,2.04
2018,8,7,17,15,0,2.03
2018,8,7,17,30,0,2.03
2018,8,7,17,45,0,2.04
2018,8,7,18,0,0,2.05
2018,8,7,18,15,0,2.07
2018,8,7,18,30,0,2.09
2018,8,7,18,45,0,2.11
2018,8,7,19,0,0,2.13
2018,8,7,19,15,0,2.15
2018,8,7,19,30,0,2.15
2018,8,7,19,45,0,2.15
2018,8,7,20,0,0,2.13
2018,8,7,20,15,0,2.11
2018,8,7,20,30,0,2.09
2018,8,7,20,45,0,2.07
2018,8,7,21,0,0,2.05
2018,8,7,21,15,0,2.04
2018,8,7,21,30,0,2.03
2018,8,7,21,45,0,2.02
2018,8,7,22,0,0,2.02
2018,8,7,22,15,0,2.01
2018,8,7,22,30,0,2.01
2018,8,7,22,45,0,2.01
2018,8,7,23,0,0,2.02
2018,8,7,23,15,0,2.02
2018,8,7,23,30,0,2.03
2018,8,7,23,45,0,2.05
2018,8,8,0,0,0,2.07
2018,8,8,0,15,0,2.09
2018,8,8,0,30,0,2.11
2018,8,8,0,45,0,2.13
2018,8,8,1,0,0,2.14
2018,8,8,1,15,0,2.14
2018,8,8,1,30,0,2.12
2018,8,8,1,45,0,2.09
2018,8,8,2,0,0,2.06
2018,8,8,2,15,0,2.03
2018,8,8,2,30,0,2.01
2018,8,8,2,45,0,2
2018,8,8,3,0,0,2
2018,8,8,3,15,0,2.02
2018,8,8,3,30,0,2.05
2018,8,8,3,45,0,2.09
2018,8,8,4,0,0,2.13
2018,8,8,4,15,0,2.17
2018,8,8,4,30,0,2.2
2018,8,8,4,45,0,2.23
2018,8,8,5,0,0,2.24
2018,8,8,5,15,0,2.24
2018,8,8,5,30,0,2.23
2018,8,8,5,45,0,2.21
2018,8,8,6,0,0,2.17
2018,8,8,6,15,0,2.13
2018,8,8,6,30,0,2.09
2018,8,8,6,45,0,2.05
2018,8,8,7,0,0,2.02
2018,8,8,7,15,0,1.99
2018,8,8,7,30,0,1.97
2018,8,8,7,45,0,1.96
2018,8,8,8,0,0,1.95
2018,8,8,8,15,0,1.95
2018,8,8,8,30,0,1.96
2018,8,8,8,45,0,1.98
2018,8,8,9,0,0,2.01
2018,8,8,9,15,0,2.04
2018,8,8,9,30,0,2.08
2018,8,8,9,45,0,2.13
2018,8,8,10,0,0,2.17
2018,8,8,10,15,0,2.21
2018,8,8,10,30,0,2.23
2018,8,8,10,45,0,2.23
2018,8,8,11,0,0,2.23
2018,8,8,11,15,0,2.21
2018,8,8,11,30,0,2.19
2018,8,8,11,45,0,2.17
2018,8,8,12,0,0,2.15
2018,8,8,12,15,0,2.13
2018,8,8,12,30,0,2.11
2018,8,8,12,45,0,2.1
2018,8,8,13,0,0,2.09
2018,8,8,13,15,0,2.09
2018,8,8,13,30,0,2.1
2018,8,8,13,45,0,2.1
2018,8,8,14,0,0,2.12
2018,8,8,14,15,0,2.14
2018,8,8,14,30,0,2.17
2018,8,8,14,45,0,2.21
2018,8,8,15,0,0,2.21
2018,8,8,15,15,0,2.19
2018,8,8,15,30,0,2.15
2018,8,8,15,45,0,2.11
2018,8,8,16,0,0,2.08
2018,8,8,16,15,0,2.05
2018,8,8,16,30,0,2.02
2018,8,8,16,45,0,1.99
2018,8,8,17,0,0,1.97
2018,8,8,17,15,0,1.96
2018,8,8,17,30,0,1.94
2018,8,8,17,45,0,1.93
2018,8,8,18,0,0,1.93
2018,8,8,18,15,0,1.93
2018,8,8,18,30,0,1.93
2018,8,8,18,45,0,1.93
2018,8,8,19,0,0,1.93
2018,8,8,19,15,0,1.94
2018,8,8,19,30,0,1.96
2018,8,8,19,45,0,1.99
2018,8,8,20,0,0,2.02
2018,8,8,20,15,0,2.06
2018,8,8,20,30,0,2.1
2018,8,8,20,45,0,2.14
2018,8,8,21,0,0,2.17
2018,8,8,21,15,0,2.19
2018,8,8,21,30,0,2.19
2018,8,8,21,45,0,2.19
2018,8,8,22,0,0,2.18
2018,8,8,22,15,0,2.16
2018,8,8,22,30,0,2.15
2018,8,8,22,45,0,2.13
2018,8,8,23,0,0,2.12
2018,8,8,23,15,0,2.12
2018,8,8,23,30,0,2.12
2018,8,8,23,45,0,2.12
2018,8,9,0,0,0,2.13
2018,8,9,0,15,0,2.14
2018,8,9,0,30,0,2.16
2018,8,9,0,45,0,2.17
2018,8,9,1,0,0,2.18
2018,8,9,1,15,0,2.18
2018,8,9,1,30,0,2.17
2018,8,9,1,45,0,2.13
2018,8,9,2,0,0,2.09
2018,8,9,2,15,0,2.05
2018,8,9,2,30,0,2.01
2018,8,9,2,45,0,1.99
2018,8,9,3,0,0,1.98
2018,8,9,3,15,0,1.98
2018,8,9,3,30,0,2
2018,8,9,3,45,0,2.04
2018,8,9,4,0,0,2.08
2018,8,9,4,15,0,2.14
2018,8,9,4,30,0,2.19
2018,8,9,4,45,0,2.24
2018,8,9,5,0,0,2.27
2018,8,9,5,15,0,2.29
2018,8,9,5,30,0,2.3
2018,8,9,5,45,0,2.29
2018,8,9,6,0,0,2.28
2018,8,9,6,15,0,2.25
2018,8,9,6,30,0,2.21
2018,8,9,6,45,0,2.17
2018,8,9,7,0,0,2.14
2018,8,9,7,15,0,2.11
2018,8,9,7,30,0,2.08
2018,8,9,7,45,0,2.06
2018,8,9,8,0,0,2.03
2018,8,9,8,15,0,2.02
2018,8,9,8,30,0,2
2018,8,9,8,45,0,2
2018,8,9,9,0,0,2
2018,8,9,9,15,0,2
2018,8,9,9,30,0,2
2018,8,9,9,45,0,2.02
2018,8,9,10,0,0,2.03
2018,8,9,10,15,0,2.06
2018,8,9,10,30,0,2.09
2018,8,9,10,45,0,2.13
2018,8,9,11,0,0,2.17
2018,8,9,11,15,0,2.21
2018,8,9,11,30,0,2.25
2018,8,9,11,45,0,2.27
2018,8,9,12,0,0,2.28
2018,8,9,12,15,0,2.28
2018,8,9,12,30,0,2.28
2018,8,9,12,45,0,2.26
2018,8,9,13,0,0,2.24
2018,8,9,13,15,0,2.22
2018,8,9,13,30,0,2.2
2018,8,9,13,45,0,2.18
2018,8,9,14,0,0,2.17
2018,8,9,14,15,0,2.17
2018,8,9,14,30,0,2.18
2018,8,9,14,45,0,2.19
2018,8,9,15,0,0,2.22
2018,8,9,15,15,0,2.24
2018,8,9,15,30,0,2.27
2018,8,9,15,45,0,2.27
2018,8,9,16,0,0,2.24
2018,8,9,16,15,0,2.2
2018,8,9,16,30,0,2.16
2018,8,9,16,45,0,2.12
2018,8,9,17,0,0,2.1
2018,8,9,17,15,0,2.07
2018,8,9,17,30,0,2.06
2018,8,9,17,45,0,2.05
2018,8,9,18,0,0,2.05
2018,8,9,18,15,0,2.05
2018,8,9,18,30,0,2.06
2018,8,9,18,45,0,2.07
2018,8,9,19,0,0,2.08
2018,8,9,19,15,0,2.09
2018,8,9,19,30,0,2.1
2018,8,9,19,45,0,2.09
2018,8,9,20,0,0,2.07
2018,8,9,20,15,0,2.06
2018,8,9,20,30,0,2.06
2018,8,9,20,45,0,2.06
2018,8,9,21,0,0,2.07
2018,8,9,21,15,0,2.1
2018,8,9,21,30,0,2.13
2018,8,9,21,45,0,2.17
2018,8,9,22,0,0,2.2
2018,8,9,22,15,0,2.23
2018,8,9,22,30,0,2.25
2018,8,9,22,45,0,2.25
2018,8,9,23,0,0,2.25
2018,8,9,23,15,0,2.24
2018,8,9,23,30,0,2.22
2018,8,9,23,45,0,2.2
2018,8,10,0,0,0,2.19
2018,8,10,0,15,0,2.18
2018,8,10,0,30,0,2.18
2018,8,10,0,45,0,2.19
2018,8,10,1,0,0,2.2
2018,8,10,1,15,0,2.22
2018,8,10,1,30,0,2.24
2018,8,10,1,45,0,2.24
2018,8,10,2,0,0,2.24
2018,8,10,2,15,0,2.22
2018,8,10,2,30,0,2.19
2018,8,10,2,45,0,2.15
2018,8,10,3,0,0,2.12
2018,8,10,3,15,0,2.1
2018,8,10,3,30,0,2.1
2018,8,10,3,45,0,2.13
2018,8,10,4,0,0,2.17
2018,8,10,4,15,0,2.22
2018,8,10,4,30,0,2.28
2018,8,10,4,45,0,2.35
2018,8,10,5,0,0,2.42
2018,8,10,5,15,0,2.49
2018,8,10,5,30,0,2.55
2018,8,10,5,45,0,2.59
2018,8,10,6,0,0,2.61
2018,8,10,6,15,0,2.61
2018,8,10,6,30,0,2.59
2018,8,10,6,45,0,2.55
2018,8,10,7,0,0,2.51
2018,8,10,7,15,0,2.46
2018,8,10,7,30,0,2.41
2018,8,10,7,45,0,2.37
2018,8,10,8,0,0,2.33
2018,8,10,8,15,0,2.3
2018,8,10,8,30,0,2.28
2018,8,10,8,45,0,2.26
2018,8,10,9,0,0,2.24
2018,8,10,9,15,0,2.24
2018,8,10,9,30,0,2.24
2018,8,10,9,45,0,2.24
2018,8,10,10,0,0,2.24
2018,8,10,10,15,0,2.24
2018,8,10,10,30,0,2.24
2018,8,10,10,45,0,2.26
2018,8,10,11,0,0,2.28
2018,8,10,11,15,0,2.31
2018,8,10,11,30,0,2.35
2018,8,10,11,45,0,2.4
2018,8,10,12,0,0,2.45
2018,8,10,12,15,0,2.5
2018,8,10,12,30,0,2.54
2018,8,10,12,45,0,2.58
2018,8,10,13,0,0,2.59
2018,8,10,13,15,0,2.59
2018,8,10,13,30,0,2.59
2018,8,10,13,45,0,2.56
2018,8,10,14,0,0,2.53
2018,8,10,14,15,0,2.5
2018,8,10,14,30,0,2.48
2018,8,10,14,45,0,2.47
2018,8,10,15,0,0,2.47
2018,8,10,15,15,0,2.47
2018,8,10,15,30,0,2.49
2018,8,10,15,45,0,2.52
2018,8,10,16,0,0,2.56
2018,8,10,16,15,0,2.58
2018,8,10,16,30,0,2.57
2018,8,10,16,45,0,2.52
2018,8,10,17,0,0,2.47
2018,8,10,17,15,0,2.42
2018,8,10,17,30,0,2.38
2018,8,10,17,45,0,2.35
2018,8,10,18,0,0,2.32
2018,8,10,18,15,0,2.3
2018,8,10,18,30,0,2.29
2018,8,10,18,45,0,2.29
2018,8,10,19,0,0,2.29
2018,8,10,19,15,0,2.31
2018,8,10,19,30,0,2.33
2018,8,10,19,45,0,2.36
2018,8,10,20,0,0,2.38
2018,8,10,20,15,0,2.39
2018,8,10,20,30,0,2.39
2018,8,10,20,45,0,2.37
2018,8,10,21,0,0,2.34
2018,8,10,21,15,0,2.32
2018,8,10,21,30,0,2.3
2018,8,10,21,45,0,2.3
2018,8,10,22,0,0,2.3
2018,8,10,22,15,0,2.33
2018,8,10,22,30,0,2.37
2018,8,10,22,45,0,2.42
2018,8,10,23,0,0,2.46
2018,8,10,23,15,0,2.5
2018,8,10,23,30,0,2.53
2018,8,10,23,45,0,2.54
2018,8,11,0,0,0,2.54
2018,8,11,0,15,0,2.52
2018,8,11,0,30,0,2.48
2018,8,11,0,45,0,2.44
2018,8,11,1,0,0,2.4
2018,8,11,1,15,0,2.36
2018,8,11,1,30,0,2.32
2018,8,11,1,45,0,2.3
2018,8,11,2,0,0,2.28
2018,8,11,2,15,0,2.27
2018,8,11,2,30,0,2.26
2018,8,11,2,45,0,2.28
2018,8,11,3,0,0,2.29
2018,8,11,3,15,0,2.31
2018,8,11,3,30,0,2.35
2018,8,11,3,45,0,2.39
2018,8,11,4,0,0,2.41
2018,8,11,4,15,0,2.44
2018,8,11,4,30,0,2.47
2018,8,11,4,45,0,2.49
2018,8,11,5,0,0,2.51
2018,8,11,5,15,0,2.52
2018,8,11,5,30,0,2.52
2018,8,11,5,45,0,2.5
2018,8,11,6,0,0,2.48
2018,8,11,6,15,0,2.44
2018,8,11,6,30,0,2.41
2018,8,11,6,45,0,2.38
2018,8,11,7,0,0,2.36
2018,8,11,7,15,0,2.38
2018,8,11,7,30,0,2.47
2018,8,11,7,45,0,2.56
2018,8,11,8,0,0,2.6
2018,8,11,8,15,0,2.59
2018,8,11,8,30,0,2.55
2018,8,11,8,45,0,2.52
2018,8,11,9,0,0,2.5
2018,8,11,9,15,0,2.49
2018,8,11,9,30,0,2.49
2018,8,11,9,45,0,2.51
2018,8,11,10,0,0,2.52
2018,8,11,10,15,0,2.54
2018,8,11,10,30,0,2.55
2018,8,11,10,45,0,2.54
2018,8,11,11,0,0,2.53
2018,8,11,11,15,0,2.51
2018,8,11,11,30,0,2.5
2018,8,11,11,45,0,2.5
2018,8,11,12,0,0,2.53
2018,8,11,12,15,0,2.56
2018,8,11,12,30,0,2.56
2018,8,11,12,45,0,2.54
2018,8,11,13,0,0,2.5
2018,8,11,13,15,0,2.45
2018,8,11,13,30,0,2.43
2018,8,11,13,45,0,2.41
2018,8,11,14,0,0,2.41
2018,8,11,14,15,0,2.42
2018,8,11,14,30,0,2.43
2018,8,11,14,45,0,2.44
2018,8,11,15,0,0,2.45
2018,8,11,15,15,0,2.46
2018,8,11,15,30,0,2.46
2018,8,11,15,45,0,2.45
2018,8,11,16,0,0,2.44
2018,8,11,16,15,0,2.44
2018,8,11,16,30,0,2.43
2018,8,11,16,45,0,2.43
2018,8,11,17,0,0,2.43
2018,8,11,17,15,0,2.46
2018,8,11,17,30,0,2.5
2018,8,11,17,45,0,2.52
2018,8,11,18,0,0,2.53
2018,8,11,18,15,0,2.53
2018,8,11,18,30,0,2.53
2018,8,11,18,45,0,2.53
2018,8,11,19,0,0,2.53
2018,8,11,19,15,0,2.54
2018,8,11,19,30,0,2.55
2018,8,11,19,45,0,2.57
2018,8,11,20,0,0,2.59
2018,8,11,20,15,0,2.61
2018,8,11,20,30,0,2.63
2018,8,11,20,45,0,2.65
2018,8,11,21,0,0,2.67
2018,8,11,21,15,0,2.68
2018,8,11,21,30,0,2.68
2018,8,11,21,45,0,2.67
2018,8,11,22,0,0,2.65
2018,8,11,22,15,0,2.62
2018,8,11,22,30,0,2.6
2018,8,11,22,45,0,2.57
2018,8,11,23,0,0,2.55
2018,8,11,23,15,0,2.54
2018,8,11,23,30,0,2.53
2018,8,11,23,45,0,2.53
2018,8,12,0,0,0,2.53
2018,8,12,0,15,0,2.51
2018,8,12,0,30,0,2.49
2018,8,12,0,45,0,2.47
2018,8,12,1,0,0,2.46
2018,8,12,1,15,0,2.45
2018,8,12,1,30,0,2.45
2018,8,12,1,45,0,2.45
2018,8,12,2,0,0,2.45
2018,8,12,2,15,0,2.45
2018,8,12,2,30,0,2.45
2018,8,12,2,45,0,2.45
2018,8,12,3,0,0,2.45
2018,8,12,3,15,0,2.46
2018,8,12,3,30,0,2.48
2018,8,12,3,45,0,2.49
2018,8,12,4,0,0,2.51
2018,8,12,4,15,0,2.52
2018,8,12,4,30,0,2.53
2018,8,12,4,45,0,2.55
2018,8,12,5,0,0,2.56
2018,8,12,5,15,0,2.59
2018,8,12,5,30,0,2.62
2018,8,12,5,45,0,2.65
2018,8,12,6,0,0,2.69
2018,8,12,6,15,0,2.72
2018,8,12,6,30,0,2.73
2018,8,12,6,45,0,2.74
2018,8,12,7,0,0,2.73
2018,8,12,7,15,0,2.7
2018,8,12,7,30,0,2.68
2018,8,12,7,45,0,2.67
2018,8,12,8,0,0,2.67
2018,8,12,8,15,0,2.67
2018,8,12,8,30,0,2.68
2018,8,12,8,45,0,2.7
2018,8,12,9,0,0,2.72
2018,8,12,9,15,0,2.75
2018,8,12,9,30,0,2.79
2018,8,12,9,45,0,2.83
2018,8,12,10,0,0,2.89
2018,8,12,10,15,0,2.95
2018,8,12,10,30,0,3.02
2018,8,12,10,45,0,3.07
2018,8,12,11,0,0,3.11
2018,8,12,11,15,0,3.12
2018,8,12,11,30,0,3.12
2018,8,12,11,45,0,3.08
2018,8,12,12,0,0,3.01
2018,8,12,12,15,0,2.91
2018,8,12,12,30,0,2.86
2018,8,12,12,45,0,2.79
2018,8,12,13,0,0,2.74
2018,8,12,13,15,0,2.71
2018,8,12,13,30,0,2.69
2018,8,12,13,45,0,2.68
2018,8,12,14,0,0,2.68
2018,8,12,14,15,0,2.68
2018,8,12,14,30,0,2.69
