station,DWR_SMSCG,EMP_D22,EMP_D4,EMP_NZ028,EMP_NZ032,EMP_NZ054,EMP_NZ060,EMP_NZ064,EMP_NZ068,EMP_NZS42,FMWT_416,FMWT_508,FMWT_513,FMWT_519,FMWT_602,FMWT_605,FMWT_606,FMWT_704,FMWT_706,FMWT_707,FMWT_802,FRP_GRIZZ,STN_405,STN_411,STN_418,STN_501,STN_504,STN_508,STN_513,STN_519,STN_520,STN_602,STN_606,STN_609,STN_610,STN_704,STN_706,STN_707,STN_801,STN_HONK,STN_MONT
FMWT_416,25329.032087706804,24117.549817311694,32616.40786499866,6713.790225763059,13853.867515009939,17101.97334262446,24117.549817311694,32616.40786499866,40895.94537036488,15204.032087706864,0,16298.858047687012,20508.203932499346,13094.756081437326,7041.990923158442,9483.69688572084,13796.572613322427,28644.600800436532,32741.657840153555,36621.67353969539,24043.371915927015,10407.718741235465,6254.1159604261675,2330.166278062295,670.820393249937,6530.166278062294,7280.166278062294,15601.973342624466,20900.90903081183,11934.345884812357,20690.092048292634,6450.0217561340305,13739.277711634912,22738.221926649105,28595.42989614009,28948.780407186598,32803.296921288056,36611.67089383396,22294.678440936925,15327.050983124842,26334.956818060517
FMWT_508,9171.814826519721,7960.33255612459,16459.19060381161,14182.98271056679,22187.99917497792,803.1152949374526,7960.33255612459,16459.19060381161,24738.728109177748,23538.16374767484,16298.858047687012,0,4350.98667131223,4351.644197230617,13922.572513941835,17817.82854568885,22130.704273290386,12487.383539249438,16584.44057896646,20464.45627850829,7744.513868240028,13254.617440474494,21496.72942406177,15217.627457812108,16457.21726118714,10087.383539249435,9018.691769624715,803.1152949374526,4743.691769624715,4946.40651088688,4391.234000605647,13899.2089492149,22073.40937160287,21715.035399056986,12438.212634952992,12791.563145999502,16646.07966010096,20454.45363264685,6137.461179749809,4214.512162874653,18136.49855917954
FMWT_513,5141.726953827112,3609.345884812357,12108.203932499378,18392.328595379153,26397.345059790274,3654.1019662496838,3609.345884812357,12108.203932499378,20387.741437865523,27747.509632487196,20508.203932499346,4350.98667131223,0,8105.988376677607,18131.918398754176,22027.174430501196,26340.05015810273,8136.396867937202,12233.453907654224,16113.469607196084,3971.8070645621683,17463.963325286844,25706.075308874115,19426.973342624446,20666.56314599948,14296.729424061796,13228.037654437076,5154.101966249684,392.7050983124842,9155.75239569924,3575.7436932456217,18108.554834027243,26282.755256415214,17684.947526364405,8408.124762260379,8440.576474687265,12295.092988788727,16103.466961334647,2025.6575259183853,5838.28327836512,14106.410686486937
FMWT_519,12926.816531885099,11715.334261489968,20214.19230917695,10459.775191709927,18464.791656121084,5154.759492168069,11715.334261489968,20214.19230917695,28493.7298145431,19814.956228817995,13094.756081437326,4351.644197230617,8105.988376677607,0,10199.364995084963,14094.62102683199,18407.49675443357,16242.385244614812,20339.442284331824,24219.45798387365,11829.924064865,9531.409921617622,18823.780407186616,12544.67844093695,13465.576474687265,6635.410196624968,6204.101966249683,3788.3686808230477,8498.693474990088,1160.4101966249684,8742.87819783627,10176.001430358028,18350.201852746053,25470.037104422347,16193.214340318365,16546.564851364874,20401.081365466325,24209.455338012212,9892.462885115187,2267.705098312484,21891.5002645449
FMWT_602,22952.74655396164,21741.264283566517,30240.122331253482,467.7050983124842,8317.0630963092,14725.68780887929,21741.264283566517,30240.122331253482,38519.65983661971,9667.227669006124,7041.990923158442,13922.572513941835,18131.918398754176,10199.364995084963,0,3946.8924670200986,8259.768194621684,26268.315266691327,30365.372306408335,34245.388005950175,21667.086382181835,4756.230589874905,13227.258303220511,8257.139620686765,7712.811316408376,5575.336142482089,7129.108963337928,13359.296997534248,18524.623497066666,9109.775191709921,18313.806514547472,591.9691670244127,8202.473292934168,17201.41750794842,26219.144362394884,26572.49487344139,30427.01138754284,34235.38536008874,19918.39290719176,12467.070093397442,20798.15239935982
FMWT_605,25824.467451196564,25636.52031531354,34135.37836300052,3768.691769624715,4423.614304751093,18620.9438406263,25636.52031531354,34135.37836300052,42414.915868366734,5720.335201986028,9483.69688572084,17817.82854568885,22027.174430501196,14094.62102683199,3946.8924670200986,0,4366.319403063577,30163.571298438343,34260.62833815537,38140.64403769721,25562.34241392885,8168.449556427417,15668.964265782906,11313.447851062043,10154.517278970772,9375.258501981714,10929.031322837556,17254.553029281273,22419.879528813683,13005.03122345695,22209.062546294488,4161.396867937199,4309.024501376061,13307.968716390316,22540.857497672285,30467.750905188404,34322.26741928988,38130.64139183577,23813.648938938775,16362.326125144471,16904.703607801734
FMWT_606,21547.001920219966,28710.04222051844,37279.72066145542,8081.567497226307,106.06601717798213,22933.819568227835,28710.04222051844,37279.72066145542,45559.25816682163,4599.021855514626,13796.572613322427,22130.704273290386,26340.05015810273,18407.49675443357,8259.768194621684,4366.319403063577,0,33307.91359689319,37404.97063661026,41284.986336152164,29875.21814153041,12481.325284029006,19981.839993384474,15626.323578663632,14467.393006572362,13688.134229583304,15241.907050439146,21567.428756882833,26578.811630643522,17317.906951058536,26521.93827389605,8474.272595538787,106.06601717798213,9030.503185413696,18263.391966695694,33612.09320364325,37466.60971774477,41274.98369029073,27676.85381193416,20675.201852746035,12627.23807682512
FMWT_704,11778.123821764315,4597.871376374779,3971.8070645621674,26528.725463316292,33201.847579715206,11790.498834186892,4597.871376374779,3971.8070645621674,12278.066407659348,35743.32379351819,28644.600800436532,12487.383539249438,8136.396867937202,16242.385244614812,26268.315266691327,30163.571298438343,33307.91359689319,0,4123.778877448015,8003.794576989873,6624.936353676105,25600.360193224005,33842.47217681131,27563.370210561618,28802.960013936652,22433.126291998968,21364.434522374257,13290.49883418689,7743.691769624719,17292.14926363644,9804.287530211332,26244.95170196441,33413.97961407119,24321.344394301574,15044.521630197585,485.9031498464306,4185.417958582518,7993.791931128436,6443.44879155811,13974.680146302326,20742.807554424104
FMWT_706,15875.18086148134,8694.928416091801,635.4101966249684,30625.7825030333,37298.90461943228,15887.555873903915,8694.928416091801,635.4101966249684,8205.923965484408,39840.380833235235,32741.657840153555,16584.44057896646,12233.453907654224,20339.442284331824,30365.372306408335,34260.62833815537,37404.97063661026,4123.778877448015,0,3880.0156995418606,10731.503086033092,29697.417232940996,37939.52921652837,31660.427250278608,32900.017053653646,26530.183331715958,25461.491562091247,17387.555873903904,11840.748809341743,21389.20630335343,13910.85426256832,30342.008741681402,37511.03665378825,28418.401434018564,19141.57866991458,3993.2912159494263,75,3870.0130536804227,10540.505831275135,18071.73718601933,24839.864594141094
FMWT_707,19755.196561023175,12574.944115633662,4267.062331439892,34505.79820257514,41178.92031897418,19767.571573445737,12574.944115633662,4267.062331439892,4343.120411033567,43720.39653277714,36621.67353969539,20464.45627850829,16113.469607196084,24219.45798387365,34245.388005950175,38140.64403769721,41284.986336152164,8003.794576989873,3880.0156995418606,0,14611.518785574941,33577.43293248284,41819.54491607022,35540.442949820455,36780.03275319549,30410.199031257805,29341.507261633094,21267.571573445748,15720.764508883592,25269.222002895276,17790.869962110162,34222.02444122325,41391.0523533301,32298.41713356041,23021.594369456427,7873.306915491275,3818.376618407359,273.7711154904664,14420.521530816985,21951.752885561178,28719.88029368294
FMWT_802,8392.227669006128,3648.9356881873887,10499.365759954264,21927.4965788068,29815.95142695703,6941.398573302575,3648.9356881873887,10499.365759954264,18885.790616244394,31282.67761591485,24043.371915927015,7744.513868240028,3971.8070645621683,11829.924064865,21667.086382181835,25562.34241392885,29875.21814153041,6624.936353676105,10731.503086033092,14611.518785574941,0,20999.1313087145,29241.24329230175,22962.141326052093,24201.731129427117,17831.89740748946,16763.205637864747,8441.398573302575,3654.5949194711457,12690.920379126914,3380.0017053653714,21643.722817454898,29817.92323984285,20935.448241543392,11658.625477439393,6738.211870083678,10793.1421671676,14601.516139713516,2352.0509831248423,9562.218966552513,17356.91140166594
FRP_GRIZZ,22284.791480494307,21073.309210099178,29572.167257786143,5188.525491562421,12538.620185716522,14057.732735411948,21073.309210099178,29572.167257786143,37851.70476315237,13888.784758413447,10407.718741235465,13254.617440474494,17463.963325286844,9531.409921617622,4756.230589874905,8168.449556427417,12481.325284029006,25600.360193224005,29697.417232940996,33577.43293248284,20999.1313087145,0,16661.834701661628,11056.910636796638,11009.69055412131,7351.901169473712,7546.985631435576,12691.341924066914,17856.66842359933,8441.820118242587,17645.851441080136,5025,12424.030382341494,21422.9745973557,25551.189288927548,25904.539799974053,29759.056314075504,33567.4302866214,19250.437833724423,11799.115019930108,25019.709488767105
STN_405,30526.90346408157,29315.42119368646,37814.27924137352,12899.057605825128,20039.13489507199,22299.84471899922,29315.42119368646,37814.27924137352,46093.81674673973,21389.29946776891,6254.1159604261675,21496.72942406177,25706.075308874115,18823.780407186616,13227.258303220511,15668.964265782906,19981.839993384474,33842.47217681131,37939.52921652837,41819.54491607022,29241.24329230175,16661.834701661628,0,6279.101966249683,5652.1441475403235,12299.108787711179,12619.678440936954,20799.844718999208,26098.780407186587,17663.370210561658,25887.963424667392,12635.289136196108,19924.54509169695,28923.489306711166,33793.301272514844,34146.651783561356,38001.16829766286,41809.542270208796,27492.549817311683,21056.075308874108,32520.224198122578
STN_411,24247.8014978319,23036.31922743679,31535.177275123755,8075.9090308118575,15683.618480351148,16020.742752749562,23036.31922743679,31535.177275123755,39814.71478048998,17033.783053048068,2330.166278062295,15217.627457812108,19426.973342624446,12544.67844093695,8257.139620686765,11313.447851062043,15626.323578663632,27563.370210561618,31660.427250278608,35540.442949820455,22962.141326052093,11056.910636796638,6279.101966249683,0,1988.0395354292018,6020.006821461488,6340.576474687263,14520.74275274956,19819.678440936932,11384.268244311981,19608.861458417738,7718.614129124342,15569.02867697612,24567.972891990332,27514.199306265193,27867.5498173117,31722.066331413163,35530.44030395907,21213.44785106203,14776.973342624466,28164.707783401744
STN_418,25487.391301206935,24275.909030811825,32774.767078498786,7384.610619012995,14524.687908259877,17260.332556124584,24275.909030811825,32774.767078498786,41054.304583865014,15874.852480956803,670.820393249937,16457.21726118714,20666.56314599948,13465.576474687265,7712.811316408376,10154.517278970772,14467.393006572362,28802.960013936652,32900.017053653646,36780.03275319549,24201.731129427117,11009.69055412131,5652.1441475403235,1988.0395354292018,0,6940.904855211802,7438.525491562421,15760.33255612459,21059.268244311967,12305.166278062294,20848.451261792772,7120.842149383965,14410.09810488485,23409.042319899036,28753.789109640227,29107.139620686736,32961.656134788194,36770.030107334096,22453.037654437063,15697.871376374776,27005.777211310447
STN_501,19117.557579269265,17906.07530887414,26404.933356561105,5606.566732356993,13745.42913127082,10890.498834186888,17906.07530887414,26404.933356561105,34684.470861927286,15095.593703967745,6530.166278062294,10087.383539249435,14296.729424061796,6635.410196624968,5575.336142482089,9375.258501981714,13688.134229583304,22433.126291998968,26530.183331715958,30410.199031257805,17831.89740748946,7351.901169473712,12299.108787711179,6020.006821461488,6940.904855211802,0,1553.772820855838,9390.498834186888,14689.434522374284,5545.820393249936,14478.61753985509,5213.861634044508,13630.839327895786,22629.783542909994,22383.955387702503,22737.30589874901,26591.822412850473,30400.196385396368,16083.203932499378,8903.115294937454,26226.518434321402
STN_504,18048.86580964455,16837.383539249433,25336.241586936394,7160.339553212835,15299.201952126661,9821.807064562168,16837.383539249433,25336.241586936394,33615.77909230255,16649.366524823585,7280.166278062294,9018.691769624715,13228.037654437076,6204.101966249683,7129.108963337928,10929.031322837556,15241.907050439146,21364.434522374257,25461.491562091247,29341.507261633094,16763.205637864747,7546.985631435576,12619.678440936954,6340.576474687263,7438.525491562421,1553.772820855838,0,8321.807064562166,13620.742752749562,5043.691769624715,13409.925770230368,6767.634454900344,15184.612148751627,24183.55636376582,21315.263618077814,21668.614129124322,25523.130643225784,29331.50461577168,15014.512162874656,8436.396867937197,27013.54954230437
STN_508,9974.930121457175,8763.447851062045,17262.305898749055,13619.707194159217,21624.72365857035,1500,8763.447851062045,17262.305898749055,25541.8434041152,22974.888231267272,15601.973342624466,803.1152949374526,5154.101966249684,3788.3686808230477,13359.296997534248,17254.553029281273,21567.428756882833,13290.49883418689,17387.555873903904,21267.571573445748,8441.398573302575,12691.341924066914,20799.844718999208,14520.74275274956,15760.33255612459,9390.498834186888,8321.807064562166,0,5546.807064562167,4383.130994479312,5088.118705668196,13335.933432807327,21510.133855195298,22518.150693994434,13241.327929890445,13594.678440936956,17449.194955038405,21257.5689275843,6940.576474687262,3637.8757276015886,18939.61385411699
STN_513,5049.0218555146275,3216.640786499873,11715.498834186894,18785.033693691636,26472.74561346554,4046.8070645621674,3216.640786499873,11715.498834186894,19995.036339553037,28140.214730799682,20900.90903081183,4743.691769624715,392.7050983124842,8498.693474990088,18524.623497066666,22419.879528813683,26578.811630643522,7743.691769624719,11840.748809341743,15720.764508883592,3654.5949194711457,17856.66842359933,26098.780407186587,19819.678440936932,21059.268244311967,14689.434522374284,13620.742752749562,5546.807064562167,0,9548.457494011725,3832.7956168665273,18501.259932339723,26675.460354727697,17592.242428051923,8315.419663947894,8047.87137637478,11902.387890476242,15710.761863022162,1646.3133464713992,6230.988376677605,14013.705588174453
STN_519,13976.580550906732,12765.098280511602,21263.95632819857,9370.18538833489,17375.201852746053,5749.521805824334,12765.098280511602,21263.95632819857,29543.493833564728,18725.366425442968,11934.345884812357,4946.40651088688,9155.75239569924,1160.4101966249684,9109.775191709921,13005.03122345695,17317.906951058536,17292.14926363644,21389.20630335343,25269.222002895276,12690.920379126914,8441.820118242587,17663.370210561658,11384.268244311981,12305.166278062294,5545.820393249936,5043.691769624715,4383.130994479312,9548.457494011725,0,9337.640511492522,9086.411626982997,17260.61204937102,26259.556264385235,17242.978359339988,17596.328870386496,21450.84538448795,25259.219357033846,10942.22690413681,3392.705098312484,22941.264283566536
STN_520,8717.470647072736,6579.5235111897055,13678.716936489493,18574.21671117244,26579.233175583566,3588.1187056681956,6579.5235111897055,13678.716936489493,22065.141792779614,27929.397748280488,20690.092048292634,4391.234000605647,3575.7436932456217,8742.87819783627,18313.806514547472,22209.062546294488,26521.93827389605,9804.287530211332,13910.85426256832,17790.869962110162,3380.0017053653714,17645.851441080136,25887.963424667392,19608.861458417738,20848.451261792772,14478.61753985509,13409.925770230368,5088.118705668196,3832.7956168665273,9337.640511492522,0,18290.442949820535,26464.643372208488,21260.691219610002,11983.868455506004,9917.563046618903,13972.493343702825,17780.867316248732,4676.486621621935,6769.11331456473,17682.154379732558
STN_602,22929.382989234706,21717.900718839584,30216.75876652655,392.7050983124842,8531.567497226304,14702.324244152354,21717.900718839584,30216.75876652655,38496.296271892774,9881.732069923226,6450.0217561340305,13899.2089492149,18108.554834027243,10176.001430358028,591.9691670244127,4161.396867937199,8474.272595538787,26244.95170196441,30342.008741681402,34222.02444122325,21643.722817454898,5025,12635.289136196108,7718.614129124342,7120.842149383965,5213.861634044508,6767.634454900344,13335.933432807327,18501.259932339723,9086.411626982997,18290.442949820535,0,8416.977693851275,17415.921908865523,26195.780797667943,26549.131308714448,30403.6478228159,34212.0217953618,19895.02934246482,12443.706528670513,21012.656800276916
STN_606,21653.067937397947,28816.108237696422,37385.786678633405,8024.272595538791,212.13203435596427,22876.524666540317,28816.108237696422,37385.786678633405,45665.32418399961,4705.087872692608,13739.277711634912,22073.40937160287,26282.755256415214,18350.201852746053,8202.473292934168,4309.024501376061,106.06601717798213,33413.97961407119,37511.03665378825,41391.0523533301,29817.92323984285,12424.030382341494,19924.54509169695,15569.02867697612,14410.09810488485,13630.839327895786,15184.612148751627,21510.133855195298,26675.460354727697,17260.61204937102,26464.643372208488,8416.977693851275,0,9136.569202591678,18369.457983873675,33718.15922082123,37572.67573492275,41381.04970746871,27782.919829112143,20617.906951058518,12733.304094003102
STN_609,12560.432717628319,19723.473017926815,28293.15145886371,17023.216810553044,8924.437168235714,21071.59436945643,19723.473017926815,28293.15145886371,36572.68896422993,11465.913382038667,22738.221926649105,21715.035399056986,17684.947526364405,25470.037104422347,17201.41750794842,13307.968716390316,9030.503185413696,24321.344394301574,28418.401434018564,32298.41713356041,20935.448241543392,21422.9745973557,28923.489306711166,24567.972891990332,23409.042319899036,22629.783542909994,24183.55636376582,22518.150693994434,17592.242428051923,26259.556264385235,21260.691219610002,17415.921908865523,9136.569202591678,0,9276.822764104023,24625.52400105163,28480.04051515308,32288.414487698974,18690.28460934255,23202.332006109875,3640.6688742334372
STN_610,3283.609953524286,10446.650253822801,19016.328694759733,26256.105591834978,18157.32594951771,11794.771605352435,10446.650253822801,19016.328694759733,27295.866200125878,20698.80216332065,28595.42989614009,12438.212634952992,8408.124762260379,16193.214340318365,26219.144362394884,22540.857497672285,18263.391966695694,15044.521630197585,19141.57866991458,23021.594369456427,11658.625477439393,25551.189288927548,33793.301272514844,27514.199306265193,28753.789109640227,22383.955387702503,21315.263618077814,13241.327929890445,8315.419663947894,17242.978359339988,11983.868455506004,26195.780797667943,18369.457983873675,9276.822764104023,0,15348.701236947642,19203.217751049095,23011.59172359499,9413.461845238531,13925.509242005875,5698.285924226558
STN_704,12082.303428514377,4902.050983124842,3761.1538898705894,26832.905070066354,33506.02718646527,12094.678440936956,4902.050983124842,3761.1538898705894,12147.57874616076,36047.50340026825,28948.780407186598,12791.563145999502,8440.576474687265,16546.564851364874,26572.49487344139,30467.750905188404,33612.09320364325,485.9031498464306,3993.2912159494263,7873.306915491275,6738.211870083678,25904.539799974053,34146.651783561356,27867.5498173117,29107.139620686736,22737.30589874901,21668.614129124322,13594.678440936956,8047.87137637478,17596.328870386496,9917.563046618903,26549.131308714448,33718.15922082123,24625.52400105163,15348.701236947642,0,4054.930297083928,7863.304269629839,6747.628398308172,14278.859753052388,21046.987161174173
STN_706,15936.819942615843,8756.567497226304,617.7050983124842,30687.421584167805,37360.543700566785,15949.194955038418,8756.567497226304,617.7050983124842,8161.497029440929,39902.01991436974,32803.296921288056,16646.07966010096,12295.092988788727,20401.081365466325,30427.01138754284,34322.26741928988,37466.60971774477,4185.417958582518,75,3818.376618407359,10793.1421671676,29759.056314075504,38001.16829766286,31722.066331413163,32961.656134788194,26591.822412850473,25523.130643225784,17449.194955038405,11902.387890476242,21450.84538448795,13972.493343702825,30403.6478228159,37572.67573492275,28480.04051515308,19203.217751049095,4054.930297083928,0,3808.373972545921,10602.144912409638,18133.376267153835,24901.503675275595
STN_707,19745.193915161737,12564.941469772224,4170.998960123348,34495.7955567137,41168.917673112745,19757.5689275843,12564.941469772224,4170.998960123348,4492.627457812105,43710.3938869157,36611.67089383396,20454.45363264685,16103.466961334647,24209.455338012212,34235.38536008874,38130.64139183577,41274.98369029073,7993.791931128436,3870.0130536804227,273.7711154904664,14601.516139713516,33567.4302866214,41809.542270208796,35530.44030395907,36770.030107334096,30400.196385396368,29331.50461577168,21257.5689275843,15710.761863022162,25259.219357033846,17780.867316248732,34212.0217953618,41381.04970746871,32288.414487698974,23011.59172359499,7863.304269629839,3808.373972545921,0,14410.518884955552,21941.750239699737,28709.8776478215
STN_801,6147.064036805267,1916.3978084332648,10415.255856120286,20178.803103816725,27570.78779475618,5440.576474687262,1916.3978084332648,10415.255856120286,18694.79336148644,29533.984140924775,22294.678440936925,6137.461179749809,2025.6575259183853,9892.462885115187,19918.39290719176,23813.648938938775,27676.85381193416,6443.44879155811,10540.505831275135,14420.521530816985,2352.0509831248423,19250.437833724423,27492.549817311683,21213.44785106203,22453.037654437063,16083.203932499378,15014.512162874656,6940.576474687262,1646.3133464713992,10942.22690413681,4676.486621621935,19895.02934246482,27782.919829112143,18690.28460934255,9413.461845238531,6747.628398308172,10602.144912409638,14410.518884955552,0,7624.757786802698,15111.747769465084
STN_HONK,10659.11143357261,9447.62916317748,17946.487210864485,12727.480290022411,20732.496754433552,4948.778877448016,9447.62916317748,17946.487210864485,26226.02471623063,22082.661327130467,15327.050983124842,4214.512162874653,5838.28327836512,2267.705098312484,12467.070093397442,16362.326125144471,20675.201852746035,13974.680146302326,18071.73718601933,21951.752885561178,9562.218966552513,11799.115019930108,21056.075308874108,14776.973342624466,15697.871376374776,8903.115294937454,8436.396867937197,3637.8757276015886,6230.988376677605,3392.705098312484,6769.11331456473,12443.706528670513,20617.906951058518,23202.332006109875,13925.509242005875,14278.859753052388,18133.376267153835,21941.750239699737,7624.757786802698,0,19623.795166232416
